업종명,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,업태명
일반음식점,신토불이갈비,서울특별시 은평구 연서로 253-11 (불광동),서울특별시 은평구 불광동 310-20,27.94,02- 385-7479,한식
일반음식점,푸른언덕,"서울특별시 은평구 은평로11길 12-20, 1층 (응암동)",서울특별시 은평구 응암동 85-30 1층,65.92,02- 385-2320,호프/통닭
일반음식점,태성각,"서울특별시 은평구 통일로89길 4, 1층 (갈현동)",서울특별시 은평구 갈현동 391-34 1층,54.81,02-0389-1724,중국식
일반음식점,엄마손떡볶이,"서울특별시 은평구 연서로 129, 1층 (구산동)",서울특별시 은평구 구산동 1-15 1층,20.1,02-0357-2835,분식
일반음식점,굿 모 닝,"서울특별시 은평구 통일로 843-2, 2층 (대조동)",서울특별시 은평구 대조동 185-2 2층,56.28,02- 383-9774,경양식
일반음식점,낙지마당,"서울특별시 은평구 응암로21길 11-6, 1층 (응암동)",서울특별시 은평구 응암동 579-44 1층,48.12,02- 302-8883,한식
일반음식점,진주치킨호프,서울특별시 은평구 증산로3길 8 (증산동),서울특별시 은평구 증산동 176-7,50.37,02-0374-7429,호프/통닭
일반음식점,예감이좋아,"서울특별시 은평구 역말로 37, 2층 (역촌동)",서울특별시 은평구 역촌동 48-2 2층,99.75,02- 389-1948,호프/통닭
일반음식점,김밥천국,"서울특별시 은평구 수색로 270, 1층 (수색동)",서울특별시 은평구 수색동 366-2 1층,40.68,02- 376-0522,김밥(도시락)
일반음식점,연신순대,,서울특별시 은평구 불광동 310-173,14.08,02-0355-9334,분식
일반음식점,고향집,서울특별시 은평구 수색로18길 4-17 (수색동),서울특별시 은평구 수색동 367-8,14.7,02-0303-2188,한식
일반음식점,삿뽀로,"서울특별시 은평구 연서로28길 18, 1층 (대조동)",서울특별시 은평구 대조동 196-2 1층,40.02,02-0384-2134,일식
일반음식점,겐조호프,"서울특별시 은평구 통일로73길 3, 1층 (대조동)",서울특별시 은평구 대조동 188-32 1층,26.95,02- 382-3309,분식
일반음식점,혜숙아,서울특별시 은평구 수색로18길 4-17 (수색동),서울특별시 은평구 수색동 367-8,11.56,02- 375-6673,한식
일반음식점,진곰 숯불갈비,"서울특별시 은평구 증산로 345, 1,2층 (증산동)","서울특별시 은평구 증산동 160-11 1,2층",276.54,02- 307-9195,한식
일반음식점,광주식당,,"서울특별시 은평구 응암동 754-1 (지상1층 2호, 3호)",26,02-0307-9247,한식
일반음식점,자담치킨,서울특별시 은평구 응암로 173 (응암동),서울특별시 은평구 응암동 598-12,28.12,02- 306-5235,한식
일반음식점,정원,서울특별시 은평구 응암로21길 6 (응암동),서울특별시 은평구 응암동 124-18,33.45,02-0387-7977,한식
일반음식점,복어랑동태랑,"서울특별시 은평구 통일로77길 17, 1층 (대조동)",서울특별시 은평구 대조동 203-1 1층,83.98,02- 389-5345,분식
일반음식점,성원감자국닭한마리,"서울특별시 은평구 은평로 217, 1층 (녹번동)",서울특별시 은평구 녹번동 228 1층,47.04,02- 389-0823,한식
일반음식점,보원집,서울특별시 은평구 역말로 83-25 (역촌동),서울특별시 은평구 역촌동 13-4,82.19,02-0355-9518,한식
일반음식점,토방집,서울특별시 은평구 통일로65길 26-21 (대조동),서울특별시 은평구 대조동 15-144,24.35,02- 386-7002,한식
일반음식점,두레박,서울특별시 은평구 통일로69길 6 (대조동),서울특별시 은평구 대조동 3-38,82.91,02- 387-2040,한식
일반음식점,삼거리,서울특별시 은평구 응암로13길 23 (응암동),서울특별시 은평구 응암동 592-1,74.18,02- 304-1516,분식
일반음식점,햇빛마루뼈다귀,"서울특별시 은평구 역말로 6, 1층 (역촌동)",서울특별시 은평구 역촌동 55-34 1층,126.15,02- 359-6701,한식
일반음식점,흥부왕족발,서울특별시 은평구 응암로 296 (응암동),서울특별시 은평구 응암동 104-40,30.04,02-0389-1352,한식
일반음식점,벙개막창,"서울특별시 은평구 연서로27길 8 (갈현동, 1층)",서울특별시 은평구 갈현동 455-7 1층,97.51,02-0359-8271,한식
일반음식점,유림식당,"서울특별시 은평구 은평로8길 48, 1층 (응암동)",서울특별시 은평구 응암동 118-10 1층,42.25,02- 353-0904,한식
일반음식점,성북동 왕의 돈까스,서울특별시 은평구 진흥로 122 (녹번동),서울특별시 은평구 녹번동 144-55,68.07,02-0355-0640,경양식
일반음식점,육쌈냉면,서울특별시 은평구 연서로29길 16 (갈현동),서울특별시 은평구 갈현동 400-7,59.33,02- 385-6392,분식
일반음식점,해송일식,서울특별시 은평구 은평로13길 11-6 (녹번동),서울특별시 은평구 녹번동 156-7,71.62,02 -358 -1242,일식
일반음식점,멕시칸,서울특별시 은평구 응암로16길 22 (응암동),서울특별시 은평구 응암동 397-209,15.7,02-0303-9486,통닭(치킨)
일반음식점,토마토,서울특별시 은평구 진흥로1길 62 (역촌동),서울특별시 은평구 역촌동 19-54,30.34,02- 356-6253,분식
일반음식점,불광황소 곱창구이,"서울특별시 은평구 통일로66길 4-9 (불광동, 1층)",서울특별시 은평구 불광동 281-158 1층,56.28,02- 387-4469,한식
일반음식점,육찡어,"서울특별시 은평구 응암로21길 6-1, 1층 (응암동)",서울특별시 은평구 응암동 124-44 1층,52.25,02- 353-9927,한식
일반음식점,보리네 생고깃간,"서울특별시 은평구 서오릉로 15, 지하1층 (녹번동)",서울특별시 은평구 녹번동 155-20 지하1층,494.96,02-6013-6992,한식
일반음식점,현아네,"서울특별시 은평구 증산로21길 4, 1층 (신사동)",서울특별시 은평구 신사동 24-56 1층,45.73,02-0304-7181,한식
일반음식점,안주백화점,,서울특별시 은평구 불광동 310-132,30.6,02- 385-7916,한식
일반음식점,미소분식,서울특별시 은평구 갈현로 18-1 (신사동),서울특별시 은평구 신사동 8-14,34.77,02- 353-5574,분식
일반음식점,뽕잎냉면샤브샤브칼국수,"서울특별시 은평구 은평로 205-1, 1층 (녹번동)",서울특별시 은평구 녹번동 73-14 1층,87.43,02- 358-5866,한식
일반음식점,맛깔참죽,서울특별시 은평구 통일로83길 7 (갈현동),서울특별시 은평구 갈현동 403-1,30.96,02- 356-2865,한식
일반음식점,진미홍어,"서울특별시 은평구 통일로89길 3, 1층 (갈현동)",서울특별시 은평구 갈현동 392-29 1층,30.75,02- 385-1886,한식
일반음식점,보드람치킨,서울특별시 은평구 연서로29길 8-3 (갈현동),서울특별시 은평구 갈현동 399-6,56.76,02- 384-8314,통닭(치킨)
일반음식점,이모네식당,"서울특별시 은평구 갈현로15길 3, 두산빌딩 1층 우측호 (역촌동)",서울특별시 은평구 역촌동 52-52 두산빌딩,33,02- 307-5796,분식
일반음식점,콜럼비아,"서울특별시 은평구 통일로66길 2 (불광동, 2층)",서울특별시 은평구 불광동 281-170 2층,73.67,02- 389-2040,분식
일반음식점,멕스키,서울특별시 은평구 통일로 678 (녹번동),서울특별시 은평구 녹번동 12-4,12.04,02- 357-9663,분식
일반음식점,잔치마당,서울특별시 은평구 진흥로 105-7 (역촌동),서울특별시 은평구 역촌동 17-4,41.98,02- 352-0977,한식
일반음식점,김밥마트,서울특별시 은평구 녹번로 38 (녹번동),서울특별시 은평구 녹번동 100-10,15.6,02- 353-4922,분식
일반음식점,등나무집,"서울특별시 은평구 증산서길 14, 1층 (증산동)",서울특별시 은평구 증산동 222-8 1층,29.96,02- 376-7515,정종/대포집/소주방
일반음식점,황제돈까스,"서울특별시 은평구 응암로25길 3, 1층 (응암동)",서울특별시 은평구 응암동 124-33 1층,24.48,02-0388-4397,경양식
일반음식점,즉석우동짜짱,서울특별시 은평구 수색로 255 (수색동),서울특별시 은평구 수색동 106-6,18.09,02- 309-0678,분식
일반음식점,연서순대집,서울특별시 은평구 통일로 850 (불광동),서울특별시 은평구 불광동 310-85,12,02- 355-8752,한식
일반음식점,죽향식당,서울특별시 은평구 통일로73길 31 (대조동),서울특별시 은평구 대조동 206-12,110.01,02- 357-8757,한식
일반음식점,봉평산골메밀촌,"서울특별시 은평구 불광로 40-3 (불광동, 1층)",서울특별시 은평구 불광동 281-88 1층,68.73,02- 385-5454,한식
일반음식점,산동성,"서울특별시 은평구 서오릉로21길 8, 1층 (구산동)",서울특별시 은평구 구산동 323-21,34.63,,중국식
일반음식점,생도야지,서울특별시 은평구 진흥로 142 (녹번동),서울특별시 은평구 녹번동 141-43,41.6,02- 383-8871,한식
일반음식점,중국관,"서울특별시 은평구 진흥로 70, 1층 (녹번동)",서울특별시 은평구 녹번동 162-39 1층,39.53,02- 356-3831,중국식
일반음식점,로비토,"서울특별시 은평구 통일로 854 (불광동, 2층)",서울특별시 은평구 불광동 310-16 2층,114.67,02- 357-8595,경양식
일반음식점,무교동갯마을낙지,"서울특별시 은평구 응암로13길 9, 1층 (응암동)",서울특별시 은평구 응암동 600-5 1층,81.06,02- 373-3257,한식
일반음식점,캐빈,"서울특별시 은평구 수색로 260, 2층 (수색동)",서울특별시 은평구 수색동 109-1 2층,77.59,02- 308-9005,호프/통닭
일반음식점,소망분식,서울특별시 은평구 증산로15길 23 (증산동),서울특별시 은평구 증산동 157-2,26.92,02- 302-8199,분식
일반음식점,그랑데뷰,"서울특별시 은평구 가좌로 280, 1층 (신사동)",서울특별시 은평구 신사동 36-3 1층,34.86,02- 375-5137,호프/통닭
일반음식점,둥근달집,"서울특별시 은평구 통일로87길 6-14, 1층 (갈현동)",서울특별시 은평구 갈현동 392-19 1층,17.6,02- 385-4764,한식
일반음식점,모래내순대,"서울특별시 은평구 응암로12길 9-24, 1층 (응암동)",서울특별시 은평구 응암동 719-14 1층,55.35,02- 307-5563,한식
일반음식점,금강산감자탕,"서울특별시 은평구 통일로 915, 1층 (갈현동)",서울특별시 은평구 갈현동 391-46 1층,155.56,02- 389-5253,한식
일반음식점,성원식당,,서울특별시 은평구 응암동 576-51,16.34,02- 373-5689,한식
일반음식점,송목,서울특별시 은평구 수색로18길 4-17 (수색동),서울특별시 은평구 수색동 367-8,22.72,02- 376-4337,한식
일반음식점,너랑나랑,"서울특별시 은평구 수색로18길 4-17, 1층 (수색동)",서울특별시 은평구 수색동 367-8 1층,13.37,02- 304-3882,호프/통닭
일반음식점,고향식당,서울특별시 은평구 역말로 83 (역촌동),서울특별시 은평구 역촌동 13-36,20.79,02- 388-6327,한식
일반음식점,오가네,서울특별시 은평구 은평로9길 22-13 (녹번동),서울특별시 은평구 녹번동 176-9,92.62,02- 956-8789,경양식
일반음식점,금수강산감자탕,"서울특별시 은평구 역말로 68 (역촌동, 1층)",서울특별시 은평구 역촌동 20-2 1층,130.79,02- 386-3972,한식
일반음식점,까스야,서울특별시 은평구 서오릉로 178 (갈현동),서울특별시 은평구 갈현동 489-23,23.83,02- 388-7124,분식
일반음식점,미미식당,"서울특별시 은평구 수색로16길 8, 1층 (수색동)",서울특별시 은평구 수색동 369-8 1층,49.59,02- 374-7421,분식
일반음식점,잔디,서울특별시 은평구 역말로 82 (역촌동),서울특별시 은평구 역촌동 19-8,14.42,02- 355-4721,정종/대포집/소주방
일반음식점,응암생고기,"서울특별시 은평구 응암로12길 11-5 (응암동,(719-22관련지번))",서울특별시 은평구 응암동 719-19 (719-22관련지번),63.41,02- 374-9944,한식
일반음식점,오코노미,"서울특별시 은평구 연서로29길 3 (갈현동,,6)","서울특별시 은평구 갈현동 456-5 ,6",27.1,02- 355-0426,호프/통닭
일반음식점,광주식당,서울특별시 은평구 연서로 247 (불광동),서울특별시 은평구 불광동 310-243,24.75,02- 385-4013,한식
일반음식점,우회전호프,서울특별시 은평구 서오릉로17길 18-6 (구산동),서울특별시 은평구 구산동 350-9,18.03,02- 385-5048,호프/통닭
일반음식점,역촌왕돈까스,"서울특별시 은평구 진흥로 121-1, 1,2층 (대조동)","서울특별시 은평구 대조동 43-7 1,2층",109.27,02- 384-0269,경양식
일반음식점,용정숯불갈비,서울특별시 은평구 통일로68가길 1 (불광동),서울특별시 은평구 불광동 264-44,112.7,02- 353-0677,한식
일반음식점,김제매운탕,서울특별시 은평구 응암로11길 3 (응암동),서울특별시 은평구 응암동 598-18,32.11,02- 303-2839,한식
일반음식점,돼지뽈집,서울특별시 은평구 갈현로 27 (신사동),서울특별시 은평구 신사동 16-30,20.35,02- 383-1382,정종/대포집/소주방
일반음식점,아빠랑나랑,서울특별시 은평구 응암로32길 17-1 (응암동),서울특별시 은평구 응암동 214-20,21.94,02- 359-5502,한식
일반음식점,고산면옥,"서울특별시 은평구 연서로 257 (불광동, 34호)",서울특별시 은평구 불광동 314-31 34호,173.24,02- 385-7775,한식
일반음식점,민속숯불갈비,서울특별시 은평구 연서로 303-12 (불광동),서울특별시 은평구 불광동 432-10,44.38,02- 354-1361,한식
일반음식점,시골감자국,"서울특별시 은평구 응암로 174 (응암동, 1,2층)","서울특별시 은평구 응암동 602-32 1,2층",89.54,02- 302-8484,한식
일반음식점,대성각,"서울특별시 은평구 녹번로 7, 36호 (녹번동)",서울특별시 은평구 녹번동 82-20 36호,45.24,02- 356-2194,중국식
일반음식점,공화춘,"서울특별시 은평구 연서로 304 (불광동, 1,2층)","서울특별시 은평구 불광동 123-11 1,2층",149.8,02- 352-7710,중국식
일반음식점,아미르,"서울특별시 은평구 은평로 157, 지상7층 (응암동)",서울특별시 은평구 응암동 86-9 (지상7층),99.15,02- 356-8301,경양식
일반음식점,우리식당,"서울특별시 은평구 서오릉로8길 24 (대조동, 1층)",서울특별시 은평구 대조동 33-3 1층,42,02-359--2659,한식
일반음식점,비비큐 은평신사점,"서울특별시 은평구 증산로15길 42-1, 1층 (신사동)",서울특별시 은평구 신사동 343-33 1층,26.7,02- 374-4313,통닭(치킨)
일반음식점,곰돌이포차,"서울특별시 은평구 역말로 37, 1층 (역촌동)",서울특별시 은평구 역촌동 48-2 1층,22.94,02- 359-0108,호프/통닭
일반음식점,영분식,"서울특별시 은평구 연서로4길 7, 1층 (역촌동)",서울특별시 은평구 역촌동 34-19 1층,14.29,02- 383-0604,분식
일반음식점,2004 청춘돼지,"서울특별시 은평구 연서로26길 4, 1층 (대조동)",서울특별시 은평구 대조동 199-1 1층,36.53,02- 356-1975,정종/대포집/소주방
일반음식점,가마솥 순대국집,"서울특별시 은평구 응암로22길 13-1, 1층 (응암동)",서울특별시 은평구 응암동 427-69,58,02- 352-4987,한식
일반음식점,또래오래,"서울특별시 은평구 갈현로 120, 1층 (구산동)",서울특별시 은평구 구산동 24-44 1층,28.42,02- 385-0401,통닭(치킨)
일반음식점,남원추어탕,"서울특별시 은평구 연서로 170, 1,2층 (대조동)","서울특별시 은평구 대조동 222-10 1,2층",103.64,02- 389-1070,한식
일반음식점,김밥마당,"서울특별시 은평구 진흥로1길 44, 1층 (역촌동)",서울특별시 은평구 역촌동 29-56 1층,17.23,02- 386-8553,분식
일반음식점,한라똥돼지마을,"서울특별시 은평구 역말로 34, 1층 (역촌동)",서울특별시 은평구 역촌동 59-1 1층,73.65,02- 385-5331,한식
일반음식점,전통해장국,"서울특별시 은평구 은평로 188, 1층 (응암동)",서울특별시 은평구 응암동 81-208 1층,97.7,02- 388-6967,한식
일반음식점,초원,,"서울특별시 은평구 수색동 366-15 ,1호(1층)",14.74,02- 308-3974,분식
일반음식점,안동유진찜닭,서울특별시 은평구 연서로29길 7-23 (갈현동),서울특별시 은평구 갈현동 456-17,69.36,02- 355-7200,한식
일반음식점,토마토김밥,서울특별시 은평구 연서로29길 32 (갈현동),서울특별시 은평구 갈현동 430-5,30.34,02- 383-2228,분식
일반음식점,대관령 황태마을,"서울특별시 은평구 갈현로 61, 1층 (역촌동)",서울특별시 은평구 역촌동 70-34 1층,130.67,02- 382-5671,한식
일반음식점,소백산영주한우,서울특별시 은평구 은평로 187-3 (녹번동),서울특별시 은평구 녹번동 192,157.68,02- 382-6111,한식
일반음식점,까볼로,서울특별시 은평구 연서로27길 16-14 (갈현동),서울특별시 은평구 갈현동 454-20,69.43,02- 382-2015,경양식
일반음식점,본가옛날순대,"서울특별시 은평구 불광로 21, 2층 B호 (대조동)",서울특별시 은평구 대조동 12-10 2층 B호,66.05,02- 354-9900,한식
일반음식점,한마음,서울특별시 은평구 연서로 69 (역촌동),서울특별시 은평구 역촌동 62-8,153.69,02- 389-5282,한식
일반음식점,해림생고기집,서울특별시 은평구 연서로35길 1 (불광동),서울특별시 은평구 불광동 356-1,19.25,02- 384-4527,한식
일반음식점,대박,"서울특별시 은평구 연서로 230-5, 지상1층 (내)2호 (대조동)",서울특별시 은평구 대조동 185-4 (내)2호 지상1층,119.6,02- 359-0802,한식
일반음식점,오대감연탄갈비,"서울특별시 은평구 불광천길 304, 1층 (응암동)",서울특별시 은평구 응암동 593-31 1층,45.24,02-3157- 698,한식
