업종명,업소명,소재지(도로명),소재지(지번),영업자시작일,업태명
일반음식점,멘부리,"서울특별시 동대문구 제기로2길 23, 1층 101호 (제기동)",서울특별시 동대문구 제기동 67-382 ,2013-07-09,기타
일반음식점,일품의정부 부대찌개,"서울특별시 동대문구 망우로21길 45, 1층 (휘경동)",서울특별시 동대문구 휘경동 265-11 1층 ,2015-05-27,한식
일반음식점,동대문엽기떡볶기,"서울특별시 동대문구 경희대로 8, 지하1층 (회기동)",서울특별시 동대문구 회기동 16-51 ,2015-04-15,분식
일반음식점,코코니주방,"서울특별시 동대문구 이문로 112 (이문동,2층)",서울특별시 동대문구 이문동 288-12 2층 ,2018-11-23,한식
일반음식점,할메포장마차,"서울특별시 동대문구 외대역동로 74, 1층 (휘경동)",서울특별시 동대문구 휘경동 150-42 ,2010-01-15,정종/대포집/소주방
일반음식점,해물마을,"서울특별시 동대문구 답십리로63길 73 (장안동,1층)",서울특별시 동대문구 장안동 124-13 1층 ,2011-08-18,한식
일반음식점,홍탁,서울특별시 동대문구 전농로 124-5 (전농동),서울특별시 동대문구 전농동 15-2 ,2012-04-25,한식
일반음식점,시민곱창,"서울특별시 동대문구 왕산로 266-2, 1층 (전농동)",서울특별시 동대문구 전농동 602-17 1층 ,2013-04-12,한식
일반음식점,더블유커피,"서울특별시 동대문구 사가정로25길 50, 106호 (장안동)",서울특별시 동대문구 장안동 93-36 106호,2018-10-15,경양식
일반음식점,현대매점식당,"서울특별시 동대문구 홍릉로 13 (청량리동,지하2층)",서울특별시 동대문구 청량리동 738 지하2층 ,2010-02-17,한식
일반음식점,풀 블러드(full blood),"서울특별시 동대문구 경희대로1가길 12, 2층 (회기동)",서울특별시 동대문구 회기동 42-57 ,2012-01-30,기타
일반음식점,락포차,"서울특별시 동대문구 휘경로 20 (이문동,지하1층)",서울특별시 동대문구 이문동 305-65 지하1층 ,2015-10-15,정종/대포집/소주방
일반음식점,홍익짬뽕 경희대점,"서울특별시 동대문구 회기로13길 18 (회기동,1층)",서울특별시 동대문구 회기동 107-16 1층 ,2014-08-11,한식
일반음식점,봉이동동,서울특별시 동대문구 장한로2길 14 (장안동),서울특별시 동대문구 장안동 464-3 ,2010-02-25,한식
일반음식점,온누리,"서울특별시 동대문구 답십리로63길 66 (장안동,(1층))",서울특별시 동대문구 장안동 123-9 (1층) ,2010-03-03,한식
일반음식점,맛자랑떡볶이,"서울특별시 동대문구 한천로11길 12 (답십리동,1층)",서울특별시 동대문구 답십리동 16-4 1층 ,2018-05-15,분식
일반음식점,개성칡냉면,"서울특별시 동대문구 답십리로48길 83 (답십리동,1층)",서울특별시 동대문구 답십리동 29-49 1층 ,2019-03-29,냉면집
일반음식점,윤진식당,"서울특별시 동대문구 황물로17길 7 (답십리동,1층)",서울특별시 동대문구 답십리동 959-10 1층 ,2021-10-27,한식
일반음식점,컴플리트,"서울특별시 동대문구 천장산로7길 19, 블루스카이 지하1층 (이문동)",서울특별시 동대문구 이문동 264-293 블루스카이 ,2010-03-16,경양식
일반음식점,별난호프,"서울특별시 동대문구 고산자로 393-5 (용두동,1층)",서울특별시 동대문구 용두동 38-1 1층 ,2010-06-23,호프/통닭
일반음식점,골프타운식당,"서울특별시 동대문구 고산자로 399, B02호 (용두동,동양프자라)",서울특별시 동대문구 용두동 40-11 동양프자라 B02호,2019-04-29,한식
일반음식점,화성호프,"서울특별시 동대문구 전농로 55 (답십리동,1층)",서울특별시 동대문구 답십리동 36-62 1층 ,2010-04-02,호프/통닭
일반음식점,장안정,"서울특별시 동대문구 한천로28길 26 (장안동,1층)",서울특별시 동대문구 장안동 142-3 1층 ,2010-04-05,한식
일반음식점,하랑하린분식,"서울특별시 동대문구 전농로3가길 2 (답십리동,상가 1층)",서울특별시 동대문구 답십리동 270-8 상가 1층 ,2018-03-16,분식
일반음식점,융창,"서울특별시 동대문구 왕산로33길 24 (제기동,1층)",서울특별시 동대문구 제기동 632-20 1층 ,2010-04-07,한식
일반음식점,민들레,"서울특별시 동대문구 약령시로 118-1 (제기동,1층)",서울특별시 동대문구 제기동 438 1층 ,2010-04-07,호프/통닭
일반음식점,오떡,"서울특별시 동대문구 전농로 185-1, 1층 (전농동)",서울특별시 동대문구 전농동 141-160 ,2019-10-08,한식
일반음식점,풍천장어 굴 보쌈,"서울특별시 동대문구 회기로 115, 1층 (회기동)",서울특별시 동대문구 회기동 60-109 ,2011-06-02,한식
일반음식점,또바기 치킨(이문점),"서울특별시 동대문구 한천로 425-1, 1층 (이문동)",서울특별시 동대문구 이문동 108-19 ,2013-02-26,통닭(치킨)
일반음식점,투엔디,"서울특별시 동대문구 경희대로3길 10 (회기동,b1)",서울특별시 동대문구 회기동 42-8 b1 ,2010-04-12,호프/통닭
일반음식점,에스칠공팔공(S7080),"서울특별시 동대문구 장한로 76, 지하1층 (장안동)",서울특별시 동대문구 장안동 363-1 지하1층 ,2019-10-30,호프/통닭
일반음식점,풍년,"서울특별시 동대문구 한천로 119, 1층 (답십리동)",서울특별시 동대문구 답십리동 734 1층 ,2013-11-27,호프/통닭
일반음식점,호남식당,서울특별시 동대문구 경동시장로 18-10 (제기동),서울특별시 동대문구 제기동 646 ,2010-04-16,한식
일반음식점,한마음곱창,"서울특별시 동대문구 황물로 42, 1층 (답십리동)",서울특별시 동대문구 답십리동 542-1 ,2010-04-19,한식
일반음식점,서산간장게장,"서울특별시 동대문구 장한로24길 7, 1층 (장안동)",서울특별시 동대문구 장안동 367-3 1층 ,2018-10-10,한식
일반음식점,복희네,,서울특별시 동대문구 용두동 53-6 ,2020-10-30,분식
일반음식점,새우리 궁중 칼국수 아구찜,"서울특별시 동대문구 서울시립대로 133 (전농동,(1층))",서울특별시 동대문구 전농동 127-41 (1층) ,2010-04-23,한식
일반음식점,싱싱 오징어 바다,"서울특별시 동대문구 휘경로2길 13 (이문동,(1층))",서울특별시 동대문구 이문동 305-6 (1층) ,2010-04-23,한식
일반음식점,복많은복집,"서울특별시 동대문구 답십리로 309, 1층 (장안동)",서울특별시 동대문구 장안동 331-4 1층 ,2012-08-28,한식
일반음식점,장안국수와 빈대떡,서울특별시 동대문구 천호대로83길 14 (장안동),서울특별시 동대문구 장안동 432-13 ,2010-04-27,한식
일반음식점,금산식당,"서울특별시 동대문구 약령시로21길 30 (청량리동,현대상가 1층 1호)",서울특별시 동대문구 청량리동 234-2 현대상가 1층 1호 ,2010-04-29,한식
일반음식점,주다냉면,서울특별시 동대문구 답십리로30길 18 (전농동),서울특별시 동대문구 전농동 648-114 ,2011-06-14,냉면집
일반음식점,반달식당,"서울특별시 동대문구 천호대로27길 71, 1층 (용두동)",서울특별시 동대문구 용두동 52-15 1층 ,2012-12-11,한식
일반음식점,즐밤,"서울특별시 동대문구 정릉천동로 58, 117호 (용두동,롯데캐슬피렌체상가)",서울특별시 동대문구 용두동 790 롯데캐슬피렌체상가 117호,2010-05-13,일식
일반음식점,오아시스(O:asis),"서울특별시 동대문구 회기로 127, 지하1층 (회기동)",서울특별시 동대문구 회기동 60-92 지하1층 ,2022-01-11,까페
일반음식점,옥이네,서울특별시 동대문구 회기로8길 9 (제기동),서울특별시 동대문구 제기동 1142-7 ,2014-04-09,한식
일반음식점,미쳐버린 파닭,"서울특별시 동대문구 약령시로 14, 성금빌딩 1층 (제기동)",서울특별시 동대문구 제기동 148-50 성금빌딩 ,2020-01-31,통닭(치킨)
일반음식점,홍콩할매불닭발,"서울특별시 동대문구 한천로24길 70 (장안동,외1필지 상가 105호106호)",서울특별시 동대문구 장안동 381-1 외1필지 상가 105호106호 ,2017-11-15,통닭(치킨)
일반음식점,포차에 꼬치리,"서울특별시 동대문구 장한로18길 12, 1층 (장안동)",서울특별시 동대문구 장안동 363-10 1층 ,2022-06-03,호프/통닭
일반음식점,멸치국수전문점,,서울특별시 동대문구 제기동 636-4 ,2011-09-16,한식
일반음식점,샛터국수,서울특별시 동대문구 사가정로13길 7 (전농동),서울특별시 동대문구 전농동 295-306 ,2010-06-07,한식
일반음식점,정성식당,서울특별시 동대문구 홍릉로5길 7 (청량리동),서울특별시 동대문구 청량리동 728 ,2010-06-08,한식
일반음식점,명가옛날통닭,"서울특별시 동대문구 고미술로 57, 201동 1층 14호 (답십리동, 답십리한화아파트)",서울특별시 동대문구 답십리동 994 답십리한화아파트 ,2012-03-26,한식
일반음식점,국수카페,"서울특별시 동대문구 이문로9길 83, 지하1층 (이문동)",서울특별시 동대문구 이문동 331-67 지하1층 ,2010-06-25,분식
일반음식점,순살만공격 동대문전농점,"서울특별시 동대문구 전농로16길 11, 1층 (전농동, 외2필지)",서울특별시 동대문구 전농동 55-90 1층 외2필지 ,2021-09-13,
일반음식점,굽모닝 숯불바베큐,서울특별시 동대문구 고산자로30길 37 (용두동),서울특별시 동대문구 용두동 39-569 ,2010-07-02,호프/통닭
일반음식점,맛나식당,"서울특별시 동대문구 망우로10길 44, 1층 (휘경동)",서울특별시 동대문구 휘경동 312-106 ,2014-07-18,분식
일반음식점,40년전통할머니추어탕,"서울특별시 동대문구 장한로 39, 1층 (장안동)",서울특별시 동대문구 장안동 430-18 1층 ,2018-08-27,한식
일반음식점,시크릿가든,"서울특별시 동대문구 이문로 178, 1층 (이문동)",서울특별시 동대문구 이문동 255-256 1층 ,2014-05-09,까페
일반음식점,예향칼국수,"서울특별시 동대문구 이문로9가길 35 (이문동,1층)",서울특별시 동대문구 이문동 264-314 1층 ,2010-11-02,한식
일반음식점,전농숯불돼지갈비,"서울특별시 동대문구 전농로15길 34, 1층 (전농동)",서울특별시 동대문구 전농동 294-29 ,2015-10-30,한식
일반음식점,본초밥상,"서울특별시 동대문구 약령시로 68, 1층 1호 (제기동)",서울특별시 동대문구 제기동 952 1층 1호,2013-06-18,한식
일반음식점,청계분식,,서울특별시 동대문구 신설동 109-5 풍물시장 빨강호 45호,2010-07-30,분식
일반음식점,장수 한방 족발,"서울특별시 동대문구 서울시립대로 55 (전농동,1층)",서울특별시 동대문구 전농동 649-1 1층 ,2021-04-28,한식
일반음식점,원조명동찌개마을,"서울특별시 동대문구 장한로 106, 1층 (장안동)",서울특별시 동대문구 장안동 366-6 1층 ,2015-06-01,한식
일반음식점,가가네 꼼장어,서울특별시 동대문구 왕산로37길 37 (제기동),서울특별시 동대문구 제기동 486-18 ,2010-08-09,한식
일반음식점,참치군,"서울특별시 동대문구 답십리로69길 55, 112호 (장안동, 웰빙프라자)",서울특별시 동대문구 장안동 324-1 웰빙프라자112호 ,2016-05-31,일식
일반음식점,코코이찌방야 청량리역점,"서울특별시 동대문구 왕산로 214, 306호 (전농동)",서울특별시 동대문구 전농동 591-53 ,2022-04-07,한식
일반음식점,팬스테이크키친 청량리점,"서울특별시 동대문구 왕산로 214 (전농동,7층)",서울특별시 동대문구 전농동 591-53 7층 ,2018-11-05,한식
일반음식점,티원(T園)롯데청량리점,"서울특별시 동대문구 왕산로 214 (전농동,7층)",서울특별시 동대문구 전농동 591-53 7층 ,2021-12-10,한식
일반음식점,(주)모리야,"서울특별시 동대문구 왕산로 214, 7층 (전농동)",서울특별시 동대문구 전농동 591-53 ,2012-06-20,한식
일반음식점,농푸꼬지기,"서울특별시 동대문구 왕산로 214 (전농동,7층 롯데백화점내)",서울특별시 동대문구 전농동 591-53 7층 롯데백화점내 ,2010-08-17,한식
일반음식점,엘에이(LA)북창동순두부 청량리역사점,"서울특별시 동대문구 왕산로 214, 308호 (전농동, 롯데백화점)",서울특별시 동대문구 전농동 591-53 롯데백화점 308호,2015-04-20,한식
일반음식점,명성식당,서울특별시 동대문구 장한로6길 30 (장안동),서울특별시 동대문구 장안동 460-5 ,2010-12-30,한식
일반음식점,알탕보락(ALTAN BULAG),서울특별시 동대문구 장한로 155 (장안동),서울특별시 동대문구 장안동 305-4 ,2010-08-19,기타
일반음식점,도훈라이브갤러리,"서울특별시 동대문구 황물로 54, B2호 (답십리동,태양상가)",서울특별시 동대문구 답십리동 542-4 태양상가 B2호,2010-09-03,한식
일반음식점,정영진 허브 영양족발,"서울특별시 동대문구 휘경로3길 11-2 (이문동,지상1층)",서울특별시 동대문구 이문동 304-15 지상1층 ,2010-09-07,한식
일반음식점,신전떡볶이,"서울특별시 동대문구 답십리로 304, 1층 11호 (장안동)",서울특별시 동대문구 장안동 335-6 1층11호 ,2014-03-18,분식
일반음식점,금보리,서울특별시 동대문구 전농로 110 (답십리동),서울특별시 동대문구 답십리동 94-1 ,2021-09-17,한식
일반음식점,온앤온(on&on)24,서울특별시 동대문구 장한로 120 (장안동),서울특별시 동대문구 장안동 367-2 ,2020-09-01,한식
일반음식점,달콩,"서울특별시 동대문구 회기로 124-1 (회기동,1층)",서울특별시 동대문구 회기동 60-121 1층 ,2019-02-26,기타
일반음식점,고기마을옛날순대국,서울특별시 동대문구 서울시립대로 45 (전농동),서울특별시 동대문구 전농동 644-90 ,2022-07-05,한식
일반음식점,오리사냥돼지사냥,서울특별시 동대문구 장한로23길 21 (장안동),서울특별시 동대문구 장안동 384-6 ,2010-09-29,한식
일반음식점,꽃닭애,"서울특별시 동대문구 전농로30길 27, 지하1층 (전농동)",서울특별시 동대문구 전농동 149-1 ,2022-03-08,한식
일반음식점,일품춘천닭갈비,서울특별시 동대문구 휘경로3길 8 (이문동),서울특별시 동대문구 이문동 363-2 1층 ,2012-08-14,한식
일반음식점,경호야,서울특별시 동대문구 회기로 131 (회기동),서울특별시 동대문구 회기동 60-54 ,2018-03-06,한식
일반음식점,본죽(장안동삼거리점),서울특별시 동대문구 사가정로 229 (장안동),서울특별시 동대문구 장안동 285-1 ,2019-06-10,한식
일반음식점,우시라멘(우리의시작은라멘이였다),"서울특별시 동대문구 이문로 88-11, 1층 (이문동)",서울특별시 동대문구 이문동 326-11 ,2016-08-25,분식
일반음식점,샘,서울특별시 동대문구 황물로 1 (전농동),서울특별시 동대문구 전농동 643-4 ,2010-10-19,까페
일반음식점,등대잔치국수,"서울특별시 동대문구 답십리로23길 70-1, 1층 (전농동)",서울특별시 동대문구 전농동 558-171 ,2020-10-26,한식
일반음식점,행운가득,"서울특별시 동대문구 장한로 9, 지하1층 (장안동)",서울특별시 동대문구 장안동 432-3 ,2018-06-01,호프/통닭
일반음식점,조영환의대양한방숯불갈비,"서울특별시 동대문구 고산자로 399 (용두동,동양프라자 204호~208호)",서울특별시 동대문구 용두동 40-13 동양프라자 204호~208호 ,2010-11-04,한식
일반음식점,친친,"서울특별시 동대문구 정릉천동로 58, 1층 118호 (용두동, 롯데캐슬피)",서울특별시 동대문구 용두동 790 롯데캐슬피 1층 118호,2012-09-20,중국식
일반음식점,김밥천국,"서울특별시 동대문구 정릉천동로 36 (용두동,래미안허브리츠상가 1층 102호)",서울특별시 동대문구 용두동 792 래미안허브리츠상가 1층 102호 ,2019-11-29,분식
일반음식점,이수사횟집,"서울특별시 동대문구 천호대로85길 10 (장안동,1층)",서울특별시 동대문구 장안동 463-3 1층 ,2018-05-25,일식
일반음식점,연탄구이,"서울특별시 동대문구 천호대로 281, 1층 (답십리동)",서울특별시 동대문구 답십리동 495-1 ,2018-01-03,한식
일반음식점,치맥파이브(CHIMAC'5),"서울특별시 동대문구 회기로21길 8-6, 1층 (회기동)",서울특별시 동대문구 회기동 45-102 ,2014-07-31,한식
일반음식점,정동진아구찜,"서울특별시 동대문구 전농로4길 42 (답십리동,지상1층)",서울특별시 동대문구 답십리동 964-5 지상1층 ,2020-10-30,한식
일반음식점,투다리,"서울특별시 동대문구 휘경로2길 13 (이문동,지상2층)",서울특별시 동대문구 이문동 305-6 지상2층 ,2010-12-06,호프/통닭
일반음식점,밤안개호프,"서울특별시 동대문구 약령시로 112 (제기동,지상1층)",서울특별시 동대문구 제기동 515 지상1층 ,2014-12-22,호프/통닭
일반음식점,제기통닭,"서울특별시 동대문구 약령시로 70 (제기동,지상1층)",서울특별시 동대문구 제기동 951-1 지상1층 ,2019-02-12,한식
일반음식점,길벗함박,"서울특별시 동대문구 회기로8길 48, 2층 (청량리동)",서울특별시 동대문구 청량리동 205-713 2층 ,2021-04-30,한식
일반음식점,피엠푸드장안삼거리점,"서울특별시 동대문구 사가정로 229 (장안동,지상1층)",서울특별시 동대문구 장안동 285-1 지상1층 ,2016-11-22,패스트푸드
일반음식점,안동집,서울특별시 동대문구 고산자로36길 3 (제기동),"서울특별시 동대문구 제기동 1019 신관 지하1층 40011호, 40012호 ",2010-12-28,분식
일반음식점,팔레트,"서울특별시 동대문구 경희대로4길 72, 2층 (회기동)",서울특별시 동대문구 회기동 346-16 2층 ,2018-04-12,한식
일반음식점,다돈왕족발,"서울특별시 동대문구 답십리로38길 4 (답십리동,지상1층)",서울특별시 동대문구 답십리동 473-37 지상1층 ,2010-12-31,한식
일반음식점,벗이있는집,"서울특별시 동대문구 회기로25길 109, 1층 (이문동)",서울특별시 동대문구 이문동 334-95 ,2019-01-23,한식
일반음식점,HOTARU(호타루),"서울특별시 동대문구 천호대로 68, DW빌딩 1층 103호 (용두동)",서울특별시 동대문구 용두동 127-17 DW빌딩 ,2014-11-21,한식
일반음식점,즐거운 맛,"서울특별시 동대문구 왕산로 15-1, 2층 (신설동)",서울특별시 동대문구 신설동 76-36 ,2015-02-24,한식
일반음식점,피맥하우스,"서울특별시 동대문구 답십리로 291-4, 1층 (장안동)",서울특별시 동대문구 장안동 330-1 ,2014-06-12,호프/통닭
일반음식점,전주한우곰탕,"서울특별시 동대문구 이문로 34-1, 2층 (휘경동)",서울특별시 동대문구 휘경동 321-27 2층 ,2011-01-07,중국식
일반음식점,한잔해,서울특별시 동대문구 전농로19길 12 (전농동),서울특별시 동대문구 전농동 204-232 ,2019-06-13,한식
일반음식점,남원추어탕,"서울특별시 동대문구 한천로46길 79-1 (휘경동,지상1층)",서울특별시 동대문구 휘경동 49-165 지상1층 ,2015-08-03,한식
일반음식점,두산추어탕,"서울특별시 동대문구 전농로2나길 5 (답십리동,외2필지(영업장 : 답십리동 488-67))",서울특별시 동대문구 답십리동 488-37 외2필지(영업장 : 답십리동 488-67) ,2011-01-25,한식
일반음식점,춘자네엄니밥줘,"서울특별시 동대문구 장한로2길 41, 1층 (장안동)",서울특별시 동대문구 장안동 459-3 ,2019-01-23,한식
일반음식점,홍곱창 회기본점,"서울특별시 동대문구 회기로25길 60, 1층 (이문동)",서울특별시 동대문구 이문동 341-39 ,2011-01-31,한식
일반음식점,쌈짓돈2,"서울특별시 동대문구 답십리로30길 6, 1층 (전농동)",서울특별시 동대문구 전농동 648-44 지상1층 ,2014-09-03,한식
일반음식점,돈주네,"서울특별시 동대문구 한천로 170, 1층 (장안동)",서울특별시 동대문구 장안동 125-19 1층 ,2018-05-28,한식
일반음식점,쥬씨시립대점,"서울특별시 동대문구 전농로 212 (전농동,지상1층)",서울특별시 동대문구 전농동 135-44 지상1층 ,2015-09-25,패스트푸드
일반음식점,미광,서울특별시 동대문구 왕산로26길 27 (용두동),서울특별시 동대문구 용두동 53-6 ,2022-07-07,한식
일반음식점,부부식당,"서울특별시 동대문구 약령시로 9 (제기동,지상1층)",서울특별시 동대문구 제기동 148-43 지상1층 ,2011-02-15,한식
일반음식점,토속순대국,,서울특별시 동대문구 청량리동 741 지상1층 ,2011-02-15,한식
일반음식점,대성회관,"서울특별시 동대문구 장한로25길 50 (장안동,지상1층)",서울특별시 동대문구 장안동 387-12 지상1층 ,2011-02-16,한식
일반음식점,마카나이 시립대점,"서울특별시 동대문구 왕산로 272-1, 1층 (전농동)",서울특별시 동대문구 전농동 602-11 1층 ,2020-01-31,한식
일반음식점,더 스토리,"서울특별시 동대문구 경희대로3길 20, 지하1층 (회기동)",서울특별시 동대문구 회기동 42-16 지하1층 ,2016-07-04,한식
일반음식점,킹,"서울특별시 동대문구 장한로 106 (장안동,지상2층)",서울특별시 동대문구 장안동 366-6 지상2층 ,2011-02-17,호프/통닭
일반음식점,카페115번지,"서울특별시 동대문구 천장산로 38 (이문동,지상1층)",서울특별시 동대문구 이문동 264-115 지상1층 ,2011-02-21,까페
일반음식점,진자씨네 매운갈비찜&닭도리탕,"서울특별시 동대문구 서울시립대로3길 4 (전농동,지상1층)",서울특별시 동대문구 전농동 644-87 지상1층 ,2011-02-24,한식
일반음식점,본죽앤비빔밥카페(장한평점),"서울특별시 동대문구 천호대로 427-4 (장안동,지상1층)",서울특별시 동대문구 장안동 465-1 지상1층 ,2017-04-20,한식
일반음식점,홍두깨 칼국수,"서울특별시 동대문구 전농로 99 (답십리동,지상1층)",서울특별시 동대문구 답십리동 99-6 지상1층 ,2015-11-18,한식
일반음식점,봉평메밀촌,"서울특별시 동대문구 제기로 159-1, 1층 (청량리동)",서울특별시 동대문구 청량리동 38-28 1층 ,2013-07-22,한식
일반음식점,궁중수라청,"서울특별시 동대문구 홍릉로15길 18, 1층 (제기동)",서울특별시 동대문구 제기동 287-18 ,2017-01-12,출장조리
일반음식점,양평순대국,"서울특별시 동대문구 고산자로38길 29 (제기동,지상1층)",서울특별시 동대문구 제기동 989-21 지상1층 ,2011-03-08,한식
일반음식점,민속마을,"서울특별시 동대문구 전농로15길 27, 1층 (전농동)",서울특별시 동대문구 전농동 295-310 ,2018-03-16,한식
일반음식점,나정순할매쭈꾸미,"서울특별시 동대문구 약령시로 65 (제기동,지상 1층~2층)",서울특별시 동대문구 제기동 886-22 지상 1층~2층 ,2011-03-16,한식
일반음식점,피자에땅(장안점),"서울특별시 동대문구 장한로12길 48, 1층 (장안동)",서울특별시 동대문구 장안동 438-4 1층 ,2013-04-24,한식
일반음식점,우가네가마솥통닭,"서울특별시 동대문구 한천로10길 40, 1층 (장안동)",서울특별시 동대문구 장안동 216-32 1층 ,2016-05-09,한식
일반음식점,늘봄해물찜&손칼국수,"서울특별시 동대문구 전농로 39, 1층 (답십리동)",서울특별시 동대문구 답십리동 267-8 1층 ,2019-09-02,한식
일반음식점,장안면옥,"서울특별시 동대문구 사가정로 258, 1층 (장안동)",서울특별시 동대문구 장안동 314-14 1층 ,2015-01-06,한식
일반음식점,인생소곱창,"서울특별시 동대문구 회기로21길 9, 1층 (회기동)",서울특별시 동대문구 회기동 16-6 1층 ,2017-08-29,한식
일반음식점,식당 면,"서울특별시 동대문구 천장산로 3, 1층 (이문동)",서울특별시 동대문구 이문동 291-90 1층 ,2013-05-06,한식
일반음식점,청량리 골목식당,"서울특별시 동대문구 경동시장로2길 49-1, 1층 (청량리동)",서울특별시 동대문구 청량리동 773 지상1층 ,2022-06-14,한식
일반음식점,맛닭꼬 장안래미안점,서울특별시 동대문구 장한로32길 13 (장안동),서울특별시 동대문구 장안동 321-8 ,2021-02-15,한식
일반음식점,내린천,,서울특별시 동대문구 청량리동 50-9 지상1층 ,2011-04-08,한식
일반음식점,성진해장국,"서울특별시 동대문구 홍릉로1길 21, 1층 (청량리동)",서울특별시 동대문구 청량리동 773 1층 ,2016-12-05,한식
일반음식점,락식락당,"서울특별시 동대문구 경희대로4길 6, 지하1층 (회기동)",서울특별시 동대문구 회기동 16-33 ,2016-05-18,한식
일반음식점,두끼홈플러스동대문점,"서울특별시 동대문구 천호대로 133 (용두동,지상1층)",서울특별시 동대문구 용두동 33-1 지상1층 ,2011-04-12,한식
일반음식점,왕노가리와호프,"서울특별시 동대문구 천호대로83길 81, 1층 (장안동, (외 1필지 213-20))",서울특별시 동대문구 장안동 426-4 1층(외 1필지 213-20) ,2020-02-26,호프/통닭
일반음식점,전주토종순대국,"서울특별시 동대문구 천호대로 23, 112호 (신설동, 동광베르빌)",서울특별시 동대문구 신설동 97-8 ,2013-05-22,한식
일반음식점,티엘씨(TLC),"서울특별시 동대문구 경희대로1길 15, 2층 (회기동)",서울특별시 동대문구 회기동 60-55 2층 ,2013-12-11,호프/통닭
일반음식점,낙지머근하누,서울특별시 동대문구 장한로26가길 81 (장안동),서울특별시 동대문구 장안동 347-1 ,2021-11-11,정종/대포집/소주방
일반음식점,카페이너프(cafe Enough ),"서울특별시 동대문구 청계천로 471 (용두동,청계대성스카이렉스 107호)",서울특별시 동대문구 용두동 255-48 청계대성스카이렉스 107호 ,2011-04-21,까페
일반음식점,웰빙호프,,서울특별시 동대문구 용두동 92-1 외 1필지(용두동712-75) 지상1층 ,2011-04-22,한식
일반음식점,수빈마마,"서울특별시 동대문구 사가정로 221, 1층 103호 (장안동)",서울특별시 동대문구 장안동 100-8 ,2011-09-15,한식
일반음식점,청정수산,"서울특별시 동대문구 장한로24길 16, 1층 (장안동)",서울특별시 동대문구 장안동 345-2 1층 ,2013-05-24,일식
일반음식점,챠오챠오,"서울특별시 동대문구 사가정로25길 50 (장안동,지상1층)",서울특별시 동대문구 장안동 93-36 지상1층 ,2015-04-13,통닭(치킨)
일반음식점,맛고을 갈비찜,"서울특별시 동대문구 경동시장로10길 57, 1층 (제기동)",서울특별시 동대문구 제기동 486-20 ,2012-03-26,한식
일반음식점,꽃피는마을,"서울특별시 동대문구 한천로 145, 1층 (답십리동)",서울특별시 동대문구 답십리동 1-47 1층 ,2012-12-13,호프/통닭
일반음식점,나포리,"서울특별시 동대문구 약령중앙로2길 14, 지하1층 1호 (제기동)",서울특별시 동대문구 제기동 1131-1 ,2019-10-10,까페
일반음식점,신성한방오리,"서울특별시 동대문구 서울시립대로 75, 101동 106호 (전농동, 신성미소지움상가)",서울특별시 동대문구 전농동 687 신성미소지움상가 101동 106호,2016-04-04,한식
일반음식점,샘물호프,"서울특별시 동대문구 천호대로45가길 4-2, 1층 (용두동)",서울특별시 동대문구 용두동 39-335 1층 ,2013-04-04,호프/통닭
일반음식점,목포공주네,,서울특별시 동대문구 신설동 109-5 서울풍물시장 빨강동 31호 ,2011-05-18,한식
일반음식점,본도시락(시립대점),"서울특별시 동대문구 전농로 209, 1층 (전농동)",서울특별시 동대문구 전농동 124-69 1층 ,2012-09-21,김밥(도시락)
일반음식점,통큰 짬뽕전문점,"서울특별시 동대문구 장한로 173, 1층 (장안동)",서울특별시 동대문구 장안동 304-1 1층 ,2012-12-28,중국식
일반음식점,불타는곱창,"서울특별시 동대문구 왕산로41길 24 (청량리동,지상1층)",서울특별시 동대문구 청량리동 285 지상1층 ,2017-09-14,한식
일반음식점,(주)커피빈코리아 장안점,"서울특별시 동대문구 장한로 115 (장안동,지상2층)",서울특별시 동대문구 장안동 372-1 지상2층 ,2021-08-24,까페
일반음식점,요리파라다이스,"서울특별시 동대문구 왕산로2길 18 (신설동,지하1층)",서울특별시 동대문구 신설동 102-35 지하1층 ,2011-05-26,출장조리
일반음식점,베네(bene),"서울특별시 동대문구 경희대로1길 5, 지하1층 (회기동)",서울특별시 동대문구 회기동 60-44 ,2015-09-22,호프/통닭
일반음식점,이자카야192,서울특별시 동대문구 장한로2길 19 (장안동),서울특별시 동대문구 장안동 463-8 ,2015-11-12,정종/대포집/소주방
일반음식점,에비뉴엘호프,"서울특별시 동대문구 회기로 191 (휘경동,지상3층)",서울특별시 동대문구 휘경동 191-5 지상3층 ,2011-06-02,호프/통닭
일반음식점,곱분이곱창,"서울특별시 동대문구 천호대로 23, 111호 (신설동, 동대문베르빌)",서울특별시 동대문구 신설동 97-8 동대문베르빌 111호,2022-01-18,한식
일반음식점,명가양꼬치,"서울특별시 동대문구 홍릉로 36-1 (청량리동,지상1층)",서울특별시 동대문구 청량리동 323 지상1층 ,2017-02-28,한식
일반음식점,대한1人1닭,"서울특별시 동대문구 천호대로 7-4, 1층 (신설동)",서울특별시 동대문구 신설동 102-28 1층 ,2020-06-09,분식
일반음식점,그계절의우리들,"서울특별시 동대문구 회기로19길 11, 지하1층 (회기동)",서울특별시 동대문구 회기동 16-29 지하1층 ,2021-03-12,호프/통닭
일반음식점,유가네 닭갈비 장한평역점,"서울특별시 동대문구 천호대로85길 18, 2층 (장안동)",서울특별시 동대문구 장안동 463-9 2층 ,2019-02-07,호프/통닭
