업종명,인허가일자,업소명,소재지(도로명),소재지(지번),건물내부면적,업태명
일반음식점,2020-05-12,술시,"서울특별시 중랑구 용마산로117길 24, 101호 (신내동, 월드아파트)",서울특별시 중랑구 신내동 493-158 월드아파트 ,48,한식
일반음식점,2020-05-15,미소랑,서울특별시 중랑구 봉화산로3길 73 (중화동),서울특별시 중랑구 중화동 332-8 ,23.1,한식
일반음식점,2020-05-20,라온,"서울특별시 중랑구 동일로 932, 201동 1층 1-103호 (묵동, 묵동자이아파트)",서울특별시 중랑구 묵동 170-1 묵동자이아파트 ,49.31,일식
일반음식점,2020-05-20,하노이쌀롱,"서울특별시 중랑구 용마산로90길 7, 1층 (면목동)",서울특별시 중랑구 면목동 19-57 ,26.7,"외국음식전문점(인도,태국등)"
일반음식점,2020-05-20,오늘술,"서울특별시 중랑구 사가정로45길 18, 1층 (면목동)",서울특별시 중랑구 면목동 600-9 ,34,기타
일반음식점,2020-05-26,도회푸드,"서울특별시 중랑구 동일로105길 22, 1층 (면목동)",서울특별시 중랑구 면목동 183-129 ,52.79,한식
일반음식점,2020-05-26,자담치킨,"서울특별시 중랑구 봉화산로56길 86, A동 103호 (신내동, 아지 0213)",서울특별시 중랑구 신내동 462-4 아지 0213 ,48.81,호프/통닭
일반음식점,2020-05-28,22번가,"서울특별시 중랑구 신내로14길 22, 삼영빌딩 4층 (신내동)",서울특별시 중랑구 신내동 587-4 삼영빌딩 ,82.49,기타
일반음식점,2020-05-29,꼬꼬누리,"서울특별시 중랑구 상봉로 70, 현대학원 (망우동)",서울특별시 중랑구 망우동 523-33 1층 ,64.08,호프/통닭
일반음식점,2020-05-29,우정김밥,"서울특별시 중랑구 망우로 428, 우정약국 (망우동)","서울특별시 중랑구 망우동 486-3 우정약국, 1층 ",19.8,분식
휴게음식점,2006-09-26,해오름사우나식당,"서울특별시 중랑구 망우로58길 33-6, 비01호 (망우동)",서울특별시 중랑구 망우동 508-14 ,24.7,일반조리판매
휴게음식점,2009-11-16,홈플러스(주)면목점,"서울특별시 중랑구 사가정로 332, 홈플러스 (면목동)",서울특별시 중랑구 면목동 168-2 홈플러스 ,27.6,일반조리판매
휴게음식점,2009-12-31,롯데리아사가정역점(주식회사 상아홀딩스),서울특별시 중랑구 면목로 333 (면목동),서울특별시 중랑구 면목동 497-23 ,215.24,패스트푸드
휴게음식점,2010-05-27,커피나무,"서울특별시 중랑구 신내로 62 (신내동,102호)",서울특별시 중랑구 신내동 571-2 102호 ,61.86,커피숍
휴게음식점,2010-08-10,원조경상도떡볶이,"서울특별시 중랑구 망우로71길 36-17 (망우동,1층)",서울특별시 중랑구 망우동 344-7 1층 ,51.48,기타 휴게음식점
휴게음식점,2011-08-19,배스킨라빈스 먹골역점,"서울특별시 중랑구 동일로 918 (묵동,1층)",서울특별시 중랑구 묵동 175-7 1층 ,97.39,패스트푸드
휴게음식점,2012-02-14,일프로피씨방,"서울특별시 중랑구 동일로129길 35, B182호 (중화동, 태능시장주상복합빌딩)",서울특별시 중랑구 중화동 314-1 태능시장주상복합빌딩 B182호,4.34,일반조리판매
휴게음식점,2014-03-10,인(in),"서울특별시 중랑구 신내로 49, 1층 (신내동)",서울특별시 중랑구 신내동 538-6 지상1층 ,40.59,커피숍
휴게음식점,2014-11-17,이따르뜨 빵과피자,"서울특별시 중랑구 동일로 지하 901, 지하1층 (묵동, 먹골역)",서울특별시 중랑구 묵동 189-5 ,34,일반조리판매
휴게음식점,2015-11-12,명랑시대쌀핫도그 중화점,"서울특별시 중랑구 동일로 805-1 (중화동, 1층)",서울특별시 중랑구 중화동 305-20 ,16.5,커피숍
휴게음식점,2015-11-25,픽시케익&카페(pixy cake & cafe),"서울특별시 중랑구 면목로27길 56 (면목동, 2층)",서울특별시 중랑구 면목동 377-11 ,70.92,커피숍
휴게음식점,2015-11-26,GS25 중화태릉,"서울특별시 중랑구 중랑천로20길 49 (중화동, 1층)",서울특별시 중랑구 중화동 326-4 ,6.6,편의점
휴게음식점,2017-03-03,(주)플레이타임그룹홈플러스상봉점상상노리맘스카페,"서울특별시 중랑구 망우로 353, 지하2층 (상봉동, 홈플러스)",서울특별시 중랑구 상봉동 500 ,36.36,키즈카페
휴게음식점,2017-04-26,별담은달그릇,"서울특별시 중랑구 중랑천로 332 (묵동, 중랑천)",서울특별시 중랑구 묵동 378 ,10,푸드트럭
휴게음식점,2017-06-19,이디야 중랑교차로점,"서울특별시 중랑구 동일로 683, 1층 (면목동)",서울특별시 중랑구 면목동 183-37 ,70.8,커피숍
휴게음식점,2017-08-04,커피아이디아(COFFEE IDEA),"서울특별시 중랑구 용마산로 482, 101호 (망우동, 플러스빌)",서울특별시 중랑구 망우동 410-17 ,46.32,커피숍
휴게음식점,2017-09-27,달봉이네,"서울특별시 중랑구 면목로 369, 1층 (면목동)",서울특별시 중랑구 면목동 502-3 ,25,커피숍
휴게음식점,2017-09-29,로기스커피,"서울특별시 중랑구 겸재로 172-1, 1층 (면목동)",서울특별시 중랑구 면목동 117-35 ,43.52,커피숍
휴게음식점,2018-02-21,씨유중랑망우로점,"서울특별시 중랑구 망우로66길 50, 1층 (망우동)",서울특별시 중랑구 망우동 464-1 ,3.3,편의점
휴게음식점,2018-03-20,서일매점,"서울특별시 중랑구 상봉로 7, 서일타운 지하2층 (면목동)",서울특별시 중랑구 면목동 68-2 서일타운 ,3.5,일반조리판매
휴게음식점,2018-03-22,이마트24면목행복나눔점,서울특별시 중랑구 동일로 689 (주)근영 1층 (면목동),서울특별시 중랑구 면목동 183-1 (주)근영 ,3.3,편의점
휴게음식점,2018-04-06,씨유망우경남점,"서울특별시 중랑구 양원역로 37, 1층 (망우동, 경남아파트)",서울특별시 중랑구 망우동 226 경남아파트 ,3.3,편의점
휴게음식점,2018-04-11,씨유중랑진선미점,"서울특별시 중랑구 중랑천로 224, 1층 (중화동)",서울특별시 중랑구 중화동 332-94 ,6.6,편의점
휴게음식점,2018-04-19,cu중랑면목로점,"서울특별시 중랑구 면목로56길 73, 1층 (면목동)",서울특별시 중랑구 면목동 402-4 ,6.6,편의점
휴게음식점,2018-04-19,cu중화으뜸점,"서울특별시 중랑구 봉화산로30길 55, 대우할인마트 1층 (중화동)",서울특별시 중랑구 중화동 154-23 대우할인마트 ,3.3,편의점
휴게음식점,2018-04-19,커피발아,"서울특별시 중랑구 동일로 826, 1층 (중화동)",서울특별시 중랑구 중화동 283-11 ,30,편의점
휴게음식점,2018-04-23,달꿈남매,"서울특별시 중랑구 겸재로 164, 1층 (면목동)",서울특별시 중랑구 면목동 118-1 ,45,커피숍
휴게음식점,2018-04-27,씨유면목사랑점,"서울특별시 중랑구 용마산로94길 65, 1층 (면목동)",서울특별시 중랑구 면목동 25-6 ,6.6,편의점
휴게음식점,2018-04-30,토스맘,"서울특별시 중랑구 면목로27가길 14, 1층 (면목동)",서울특별시 중랑구 면목동 370-38 ,26.4,기타 휴게음식점
휴게음식점,2018-05-01,카페글로리,"서울특별시 중랑구 용마산로118길 95, 1층 (망우동)",서울특별시 중랑구 망우동 146-43 ,32.78,커피숍
휴게음식점,2018-05-11,스시화,서울특별시 중랑구 망우로68길 82 (망우동),서울특별시 중랑구 망우동 403-26 ,10,푸드트럭
휴게음식점,2018-05-16,엔플세븐,"서울특별시 중랑구 망우로 439, 연운빌딩 지하1층 (망우동)",서울특별시 중랑구 망우동 358-5 연운빌딩 ,19.8,기타 휴게음식점
휴게음식점,2018-08-01,더벤티면목역점,"서울특별시 중랑구 겸재로 190-1, 1-2층 (면목동)",서울특별시 중랑구 면목동 105-8 ,115.78,커피숍
휴게음식점,2018-08-06,지에스25상봉우정점,"서울특별시 중랑구 상봉중앙로6가길 22-3, 1층 101호 (상봉동)",서울특별시 중랑구 상봉동 271-5 ,3.3,편의점
휴게음식점,2018-08-08,베로아로스터리(VEROA)망우점,"서울특별시 중랑구 망우로 464, 선린약국 1층 (망우동)",서울특별시 중랑구 망우동 202-1 선린약국 ,28,커피숍
휴게음식점,2018-08-08,수리야,"서울특별시 중랑구 양원역로 19, 아이네트학원 1층 (망우동)",서울특별시 중랑구 망우동 182-63 아이네트학원 ,21.4,커피숍
휴게음식점,2018-08-08,현대볼링센터,"서울특별시 중랑구 용마산로129나길 6, 현대스포츠센타 2층 (신내동)",서울특별시 중랑구 신내동 413-1 현대스포츠센타 ,10,커피숍
휴게음식점,2018-08-21,홈플러스신내점(초밥),"서울특별시 중랑구 신내로 201, 홈플러스서울신내점 지하1층 (신내동)",서울특별시 중랑구 신내동 645 홈플러스서울신내점 ,10.19,일반조리판매
휴게음식점,2018-08-23,세븐일레븐중랑면목점,"서울특별시 중랑구 동일로109길 123, 1층 101호 (면목동)",서울특별시 중랑구 면목동 191-93 ,3.3,편의점
휴게음식점,2018-08-24,CAFE다온,"서울특별시 중랑구 용마산로 458, 1층 (망우동)",서울특별시 중랑구 망우동 444-26 ,45,커피숍
휴게음식점,2018-08-24,아이센스pc면목점,"서울특별시 중랑구 면목로48길 33, 2층 (면목동)",서울특별시 중랑구 면목동 455-19 ,9.9,기타 휴게음식점
휴게음식점,2018-08-24,에그드랍면목역점,"서울특별시 중랑구 겸재로 205, 1층 (면목동)",서울특별시 중랑구 면목동 103-5 ,30.4,기타 휴게음식점
휴게음식점,2018-09-07,노라죠pc방,"서울특별시 중랑구 망우로 202, 동성빌딩 지층 (상봉동)",서울특별시 중랑구 상봉동 130-166 동성빌딩 ,4.84,기타 휴게음식점
휴게음식점,2018-09-12,헬로우슬라임 중랑점,"서울특별시 중랑구 신내로14길 10, 2층 (신내동)",서울특별시 중랑구 신내동 565-1 ,60,커피숍
휴게음식점,2018-09-19,씨유상봉솔렌시아,"서울특별시 중랑구 봉우재로49길 9, 1층 101,102호 (상봉동)",서울특별시 중랑구 상봉동 85-1 ,9.9,편의점
휴게음식점,2018-09-21,투썸플레이스(서일대점),"서울특별시 중랑구 용마산로 384, 지층 (면목동)",서울특별시 중랑구 면목동 56-2 ,226.16,커피숍
휴게음식점,2018-10-01,씨유먹골장미점,"서울특별시 중랑구 동일로163길 10, 1층 (묵동)",서울특별시 중랑구 묵동 238-105 ,3.3,편의점
휴게음식점,2018-10-01,세븐일레븐상봉본점,"서울특별시 중랑구 면목로95길 11, 1층 (상봉동)",서울특별시 중랑구 상봉동 113-11 ,3.3,편의점
휴게음식점,2018-10-01,지에스25상봉하나점,"서울특별시 중랑구 망우로 346, 101동 1층 114호 (상봉동, 한일써너스빌아파트)",서울특별시 중랑구 상봉동 81-5 한일써너스빌아파트 ,6.6,편의점
휴게음식점,2018-10-04,에스텔플라워케이크,"서울특별시 중랑구 상봉로15다길 14, 1층 101호 (면목동, 베아트리스)",서울특별시 중랑구 면목동 96-69 베아트리스 ,21,떡카페
휴게음식점,2018-10-25,GS25중화본점,"서울특별시 중랑구 봉화산로21길 14-8, 엘음악학원 1층 (중화동)",서울특별시 중랑구 중화동 87-6 엘음악학원 ,3.3,편의점
휴게음식점,2018-10-30,카페소고(2호점),"서울특별시 중랑구 신내로1길 15, 1층 (망우동)",서울특별시 중랑구 망우동 489-29 ,39.6,커피숍
휴게음식점,2018-11-19,상봉카페,"서울특별시 중랑구 동일로114길 48, 1층 (상봉동)",서울특별시 중랑구 상봉동 122-4 ,16.5,커피숍
휴게음식점,2018-11-22,지에스25용마산역점,"서울특별시 중랑구 용마산로 지하 227, 용마산역 (면목동)",서울특별시 중랑구 면목동 1316-5 용마산역 ,3.3,철도역구내
휴게음식점,2018-11-23,치즈로뜨자피자,"서울특별시 중랑구 겸재로18길 32, 1층 101호 (면목동)",서울특별시 중랑구 면목동 151-32 ,30.34,기타 휴게음식점
휴게음식점,2018-11-28,GS25상봉한국,"서울특별시 중랑구 망우로50길 16, 1층 (상봉동)",서울특별시 중랑구 상봉동 90 ,6.6,편의점
휴게음식점,2018-12-03,이마트24먹골역점,"서울특별시 중랑구 동일로 907, 1층 (묵동)",서울특별시 중랑구 묵동 239-2 ,46.23,편의점
휴게음식점,2019-02-11,달구나마카롱,서울특별시 중랑구 면목로 452 (면목동),서울특별시 중랑구 면목동 91-84 ,60,기타 휴게음식점
휴게음식점,2019-03-19,곰돌이타코야끼,"서울특별시 중랑구 겸재로3길 42, 1층 (면목동)",서울특별시 중랑구 면목동 177-128 ,20,기타 휴게음식점
휴게음식점,2019-03-20,블럭팡팡,"서울특별시 중랑구 중랑역로 76, 세원빌딩 4층 (중화동)",서울특별시 중랑구 중화동 304-38 세원빌딩 ,30,커피숍
휴게음식점,2019-03-21,씨유면목은혜점,"서울특별시 중랑구 면목로 426, 부광빌딩 1층 (면목동)",서울특별시 중랑구 면목동 121-20 부광빌딩 ,3.3,편의점
휴게음식점,2019-03-21,씨유 용마산점,"서울특별시 중랑구 면목로 224, 신광빌딩 1층 (면목동)",서울특별시 중랑구 면목동 392-6 신광빌딩 ,3.3,편의점
휴게음식점,2019-03-26,세이지(sage),"서울특별시 중랑구 용마산로115길 127, S동 1층 1009호 (망우동, 한일써너스빌리젠시1단지)",서울특별시 중랑구 망우동 479 한일써너스빌리젠시1단지 ,13.5,커피숍
휴게음식점,2019-03-26,떡가게종춘,"서울특별시 중랑구 망우로32길 37, 동부시장(세일종합상가) 1층 (면목동)",서울특별시 중랑구 면목동 184-13 동부시장(세일종합상가) ,51,커피숍
휴게음식점,2019-03-29,쌀똑핫도그 태릉점,서울특별시 중랑구 공릉로12가길 29 (묵동),서울특별시 중랑구 묵동 156-22 ,26.4,기타 휴게음식점
휴게음식점,2019-04-09,씨유망우금란점,"서울특별시 중랑구 용마산로118길 71, 1층 (망우동)",서울특별시 중랑구 망우동 342-24 ,3.3,편의점
휴게음식점,2019-04-19,메가엠지씨커피 중랑역점,"서울특별시 중랑구 망우로 203, 125호 (중화동, 중화동주상복합)",서울특별시 중랑구 중화동 208-33 중화동주상복합 ,45.9,커피숍
휴게음식점,2019-04-22,아이스플래닛,"서울특별시 중랑구 상봉중앙로 45, 2층 (상봉동)",서울특별시 중랑구 상봉동 214-3 ,81,기타 휴게음식점
휴게음식점,2019-04-25,맘스터치중랑역점,"서울특별시 중랑구 망우로 211, 1층 (중화동)",서울특별시 중랑구 중화동 208-3 ,159.58,패스트푸드
휴게음식점,2019-04-25,커피볶는성군3호점,"서울특별시 중랑구 면목천로 177, B동 101호 (면목동, 휴먼럭스빌)",서울특별시 중랑구 면목동 131-4 휴먼럭스빌 ,39.9,커피숍
휴게음식점,2019-05-02,더치앤빈커피,서울특별시 중랑구 겸재로 214 (면목동),서울특별시 중랑구 면목동 104-2 ,35,커피숍
휴게음식점,2019-05-02,세븐일레븐 상봉점,서울특별시 중랑구 봉우재로33길 72 (상봉동),서울특별시 중랑구 상봉동 88-93 ,15,편의점
휴게음식점,2019-05-02,해브어굿카롱,"서울특별시 중랑구 동일로143길 12, 1층 (묵동)",서울특별시 중랑구 묵동 250-46 ,22,기타 휴게음식점
휴게음식점,2019-05-09,스토어드커피,"서울특별시 중랑구 동일로157길 22, 1층 (묵동)",서울특별시 중랑구 묵동 239-118 ,33.3,커피숍
휴게음식점,2019-05-10,후니네빙수상점,"서울특별시 중랑구 면목로57길 8-2, 1층 102호 (면목동, 미소빌리지)",서울특별시 중랑구 면목동 502-15 미소빌리지 ,27.97,커피숍
휴게음식점,2019-05-14,카페코너스,"서울특별시 중랑구 망우로 353, 지하2층 (상봉동, 상봉 프레미어스 엠코)",서울특별시 중랑구 상봉동 500 상봉 프레미어스 엠코 ,111.33,커피숍
휴게음식점,2019-05-15,와플대학 사가정캠퍼스,"서울특별시 중랑구 용마산로51길 52, 1층 (면목동)",서울특별시 중랑구 면목동 612-63 ,39,커피숍
휴게음식점,2019-05-17,배스킨라빈스 용마산역점,"서울특별시 중랑구 면목로 243, 1층 (면목동)",서울특별시 중랑구 면목동 379-39 면목4동새마을금고 ,93.6,아이스크림
휴게음식점,2019-05-20,지에스25 중화지구점,"서울특별시 중랑구 동일로123길 112, 1층 (중화동)",서울특별시 중랑구 중화동 329-167 ,3.3,편의점
휴게음식점,2019-05-21,쇼타임PC방묵동점,"서울특별시 중랑구 공릉로12가길 6, 2층 201호 (묵동)",서울특별시 중랑구 묵동 55-3 ,18,기타 휴게음식점
휴게음식점,2019-05-22,CU신내새한점,"서울특별시 중랑구 용마산로 616, 1층 104호 (신내동, 새한아파트)",서울특별시 중랑구 신내동 795 새한아파트 ,10,편의점
휴게음식점,2019-05-23,부촌디저트카페,"서울특별시 중랑구 봉우재로19길 24, 1층 (상봉동)",서울특별시 중랑구 상봉동 124-84 ,36.3,커피숍
휴게음식점,2019-06-20,바르다펫 중화점,"서울특별시 중랑구 봉화산로 52, 1층 (중화동)",서울특별시 중랑구 중화동 287-14 ,23.1,커피숍
휴게음식점,2019-06-24,렛츠기릿(Let's Get It),"서울특별시 중랑구 망우로 276, 2층 (상봉동)",서울특별시 중랑구 상봉동 115-19 ,10,기타 휴게음식점
휴게음식점,2019-06-27,CU중랑우림점,"서울특별시 중랑구 봉우재로 240, 1층 (망우동)",서울특별시 중랑구 망우동 458-3 ,3.3,편의점
휴게음식점,2019-06-28,안단티노,"서울특별시 중랑구 망우로66길 49, 1층 (망우동)",서울특별시 중랑구 망우동 465-3 새싹음악학원 ,33,커피숍
휴게음식점,2019-06-28,세븐일레븐 상봉망우점,"서울특별시 중랑구 상봉로 108, 1층 (망우동)",서울특별시 중랑구 망우동 506-16 ,3.3,편의점
휴게음식점,2019-06-28,프라미스,"서울특별시 중랑구 용마산로70길 8, 1층 (면목동)",서울특별시 중랑구 면목동 507-39 에덴피아노 ,24.62,커피숍
휴게음식점,2019-07-02,세븐일레븐 면목사가정로점,서울특별시 중랑구 사가정로 412-6 (면목동),서울특별시 중랑구 면목동 536-7 ,3.3,편의점
휴게음식점,2019-07-03,오도씨,"서울특별시 중랑구 면목로76길 35, 1층 101호 (면목동)",서울특별시 중랑구 면목동 98-4 ,23,커피숍
휴게음식점,2019-07-05,GS25신내행운점,"서울특별시 중랑구 봉화산로56길 46, 1층 107,108호 (신내동)",서울특별시 중랑구 신내동 410-8 ,3.3,편의점
휴게음식점,2019-07-10,텐PC방,"서울특별시 중랑구 망우로 221, 만승빌딩 3층 (중화동)",서울특별시 중랑구 중화동 207-24 만승빌딩 ,6.6,기타 휴게음식점
휴게음식점,2019-07-16,피씨데이,"서울특별시 중랑구 망우로 274, 2층 (상봉동)",서울특별시 중랑구 상봉동 115-20 ,6.6,기타 휴게음식점
휴게음식점,2019-07-17,카페인하우스,"서울특별시 중랑구 사가정로54길 31, 2층 (면목동, 이엔하우스)",서울특별시 중랑구 면목동 618-18 이엔하우스 ,88.42,커피숍
휴게음식점,2019-07-19,세븐일레븐 면목늘푸른점,"서울특별시 중랑구 동일로 593, 1층 (면목동)",서울특별시 중랑구 면목동 172-93 ,3.3,편의점
휴게음식점,2019-07-22,아이지에이편의점,"서울특별시 중랑구 면목로72길 43, D동 1층 101호 (면목동, 대명이튼캐슬)",서울특별시 중랑구 면목동 1177-7 대명이튼캐슬 ,6.6,편의점
휴게음식점,2019-07-26,다시사랑받개,"서울특별시 중랑구 용마산로139나길 83, 1층 (신내동)",서울특별시 중랑구 신내동 273-20 ,44.41,커피숍
휴게음식점,2019-07-30,포레스트어드벤쳐코리아,"서울특별시 중랑구 망우로87길 110, 캠핑장관리소 1층 (망우동)",서울특별시 중랑구 망우동 76 캠핑장관리소 ,62,커피숍
휴게음식점,2019-07-31,메가엠지씨커피 먹골역점,"서울특별시 중랑구 동일로 932, 202동 1층 2-107호 (묵동, 묵동자이아파트)",서울특별시 중랑구 묵동 170-1 묵동자이아파트 ,46.33,커피숍
휴게음식점,2019-08-06,아레나피씨,"서울특별시 중랑구 용마산로 405, 2층 (면목동)",서울특별시 중랑구 면목동 50-47 ,12,기타 휴게음식점
휴게음식점,2019-08-07,세븐일레븐 동일스타점,"서울특별시 중랑구 동일로151길 56, 1층 (묵동)",서울특별시 중랑구 묵동 243-114 ,3.3,편의점
휴게음식점,2019-08-09,컵희,"서울특별시 중랑구 용마산로115길 72, 1층 103호 (망우동, 문수아파트)",서울특별시 중랑구 망우동 490-30 문수아파트 ,6,커피숍
휴게음식점,2019-08-09,크라우드PC,"서울특별시 중랑구 망우로 270, 지층 (상봉동)",서울특별시 중랑구 상봉동 118 ,10,기타 휴게음식점
휴게음식점,2019-09-24,이마트24중랑하늘점,"서울특별시 중랑구 숙선옹주로5길 4-4, 2층 (묵동)",서울특별시 중랑구 묵동 113-1 ,6.6,편의점
휴게음식점,2019-10-07,커피복스(coffeevox),"서울특별시 중랑구 동일로151길 13, 원창빌딩 1층 (묵동)",서울특별시 중랑구 묵동 245-89 원창빌딩 ,26,커피숍
휴게음식점,2019-10-17,우주라이크 커피상봉엔터식스점,"서울특별시 중랑구 망우로 353, C동 109호 (상봉동, 상봉 프레미어스 엠코)",서울특별시 중랑구 상봉동 500 상봉 프레미어스 엠코 ,29.75,커피숍
휴게음식점,2019-10-24,씨유 중랑행복점,"서울특별시 중랑구 동일로99길 11, 1층 (면목동)",서울특별시 중랑구 면목동 176-29 ,3.3,편의점
휴게음식점,2019-10-24,경성꽈배기,"서울특별시 중랑구 망우로32길 13, 1층 (상봉동)",서울특별시 중랑구 상봉동 129-65 ,26.4,기타 휴게음식점
휴게음식점,2019-11-12,엔투pc방,"서울특별시 중랑구 망우로 473, 무궁화빌딩 2층 (망우동)",서울특별시 중랑구 망우동 209-2 무궁화빌딩 ,12,기타 휴게음식점
휴게음식점,2019-12-06,이마트24 중랑중화점,"서울특별시 중랑구 동일로123길 73, 1층 (중화동)",서울특별시 중랑구 중화동 316-68 ,3.3,편의점
휴게음식점,2019-12-10,길티플레저(Guilty Pleasure),"서울특별시 중랑구 면목로47길 25, 1층 (면목동)",서울특별시 중랑구 면목동 597-3 ,24.09,커피숍
휴게음식점,2020-01-03,모먼트,"서울특별시 중랑구 면목로 485, 1층 (상봉동)",서울특별시 중랑구 상봉동 113-2 ,33,커피숍
휴게음식점,2020-01-03,씨유 중랑동부점,"서울특별시 중랑구 중랑천로10길 48, 1층 (면목동)",서울특별시 중랑구 면목동 185-52 ,3.3,편의점
휴게음식점,2020-01-06,공차(사가정역점),"서울특별시 중랑구 면목로 313, 1층 (면목동)",서울특별시 중랑구 면목동 634-4 ,62.4,커피숍
휴게음식점,2020-01-07,씨유 중랑이화교제일점,"서울특별시 중랑구 중랑역로 87, 1층 (중화동)",서울특별시 중랑구 중화동 312-3 ,3.3,편의점
휴게음식점,2020-01-22,세븐일레븐 묵동점,"서울특별시 중랑구 중랑역로 271, 1층 (묵동)",서울특별시 중랑구 묵동 166-6 ,6.6,편의점
휴게음식점,2020-01-23,우지커피 중랑구청점,"서울특별시 중랑구 신내로14길 9, 영춘빌딩 1층 (신내동)",서울특별시 중랑구 신내동 565-2 영춘빌딩 ,118.94,커피숍
휴게음식점,2020-01-28,퀸즈2020떡뽀끼,"서울특별시 중랑구 동일로130길 57, 1층 (중화동)",서울특별시 중랑구 중화동 148-88 ,22.4,기타 휴게음식점
휴게음식점,2020-02-06,지에스25S 면목역점,"서울특별시 중랑구 면목로 지하 407, 면목역 지층 721-1002호 (면목동)",서울특별시 중랑구 면목동 282-6 면목역 ,3.3,편의점
휴게음식점,2020-02-11,세븐일레븐 겸재로점,"서울특별시 중랑구 겸재로50길 28, 1층 (면목동)",서울특별시 중랑구 면목동 70-70 ,3.3,편의점
휴게음식점,2020-02-11,이프노즈커피,"서울특별시 중랑구 동일로 920, 1층 (묵동)",서울특별시 중랑구 묵동 175-2 ,49.5,커피숍
휴게음식점,2020-02-13,디저트39,"서울특별시 중랑구 망우로 353, C동 101호 (상봉동, 상봉 프레미어스 엠코)",서울특별시 중랑구 상봉동 500 상봉 프레미어스 엠코 ,37,커피숍
휴게음식점,2020-02-13,더그린(The Green),"서울특별시 중랑구 용마산로139길 49, 1층 (신내동)",서울특별시 중랑구 신내동 312-1 ,14.3,커피숍
휴게음식점,2020-02-17,토프레소 면목점,"서울특별시 중랑구 면목로 376, 1층 103호 (면목동)",서울특별시 중랑구 면목동 114-12 ,37.93,커피숍
휴게음식점,2020-02-24,완도건어물,"서울특별시 중랑구 동일로129길 40, 1층 (중화동)",서울특별시 중랑구 중화동 312-44 ,16.9,기타 휴게음식점
휴게음식점,2020-02-24,아레나피씨,"서울특별시 중랑구 용마산로90길 10, 2층 (면목동)",서울특별시 중랑구 면목동 51-19 ,15,기타 휴게음식점
휴게음식점,2020-02-28,상봉2동 카페,"서울특별시 중랑구 동일로114길 10, 상봉2동 복합청사 1층 (상봉동)",서울특별시 중랑구 상봉동 126 상봉2동 복합청사 ,24.62,커피숍
휴게음식점,2020-03-03,매머드익스프레스 상봉동점,"서울특별시 중랑구 망우로 346, 101동 111호 (상봉동, 한일써너스빌)",서울특별시 중랑구 상봉동 81-5 한일써너스빌 ,26.5,커피숍
휴게음식점,2020-03-13,마을카페,"서울특별시 중랑구 겸재로61길 40, 망우3동 주민센터 1층 (망우동)",서울특별시 중랑구 망우동 529-2 망우3동 주민센터 ,17,커피숍
휴게음식점,2020-03-18,투썸플레이스 망우점,"서울특별시 중랑구 망우로 403, 삼부빌딩 1층 (망우동)",서울특별시 중랑구 망우동 489-1 삼부빌딩 ,191,커피숍
휴게음식점,2020-05-12,욜로PC방 면목점,"서울특별시 중랑구 중랑천로10길 76, 4층 (면목동)",서울특별시 중랑구 면목동 184-88 ,25.4,기타 휴게음식점
휴게음식점,2020-05-13,쿠카쿠 면목점,"서울특별시 중랑구 봉우재로 40, 1층 (면목동)",서울특별시 중랑구 면목동 181-1 ,72.6,커피숍
휴게음식점,2020-05-14,씨유 중랑제일점,"서울특별시 중랑구 면목로65길 65, 1층 (면목동)",서울특별시 중랑구 면목동 542-48 ,6.6,편의점
휴게음식점,2020-05-15,버거킹 망우점,"서울특별시 중랑구 망우로 400, 103~106호 (망우동)",서울특별시 중랑구 망우동 490-8 ,161.7,패스트푸드
휴게음식점,2020-05-18,한빛음악공작소,"서울특별시 중랑구 동일로 693, 1층 (상봉동)",서울특별시 중랑구 상봉동 127-6 ,66,커피숍
휴게음식점,2020-05-25,그림제과소소화과,"서울특별시 중랑구 숙선옹주로 6-9, 111호 (묵동, 묵동자이아파트1단지)",서울특별시 중랑구 묵동 164-4 묵동자이아파트1단지 ,47.2,기타 휴게음식점
휴게음식점,2020-05-25,레인드롭디저트샵,"서울특별시 중랑구 신내로 115, 1층 106호 (신내동, 신내10단지신내아파트)",서울특별시 중랑구 신내동 660 신내10단지신내아파트 ,20,기타 휴게음식점
제과점영업,1999-07-19,빵긋한하루,서울특별시 중랑구 용마산로113길 32 (망우동),서울특별시 중랑구 망우동 469-40 ,16.38,제과점영업
제과점영업,2000-05-30,(주)신세계푸드 이베이커리 상봉점,"서울특별시 중랑구 상봉로 118, 1층 (망우동, 이마트상봉점)",서울특별시 중랑구 망우동 506-1 ,143.5,제과점영업
제과점영업,2016-09-27,골목빵집,서울특별시 중랑구 상봉중앙로8나길 51 (상봉동),서울특별시 중랑구 상봉동 279-120 ,30,제과점영업
제과점영업,2016-02-23,정수제빵소,"서울특별시 중랑구 동일로163길 37, 홍주빌딩 1층 1호 (묵동)",서울특별시 중랑구 묵동 240-174 홍주빌딩 ,32.9,제과점영업
제과점영업,2018-04-25,동's 베이커리,"서울특별시 중랑구 면목로44다길 22, 성운빌딩 1층 (면목동)",서울특별시 중랑구 면목동 465-1 성운빌딩 ,27.6,제과점영업
제과점영업,2018-11-09,당케베이킹스튜디오,"서울특별시 중랑구 겸재로50길 38, 1층 (면목동)",서울특별시 중랑구 면목동 70-99 ,32,제과점영업
