개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
3180000,3180000-104-1970-01392,19700420,,01,영업/정상,01,영업,,,,,0208461212,72.73,150841,서울특별시 영등포구 신길동 209-103번지 ,,,궁전,2000-05-17 00:00:00,I,2018-08-31 23:59:59.0,다방,,,다방,0,2,기타,지도,상수도전용,,,,,,,,,N,72.73,,,
3180000,3180000-104-1970-01438,19700320,,03,폐업,02,폐업,20061004,,,,0206343259,172.16,150035,서울특별시 영등포구 영등포동5가 18-1번지 ,,,영신,2005-10-10 00:00:00,I,2018-08-31 23:59:59.0,다방,191691.167905721    ,446411.007064006    ,다방,0,3,기타,지도,상수도전용,,,,,,,,,N,172.16,,,
3180000,3180000-104-1970-01570,19700423,,03,폐업,02,폐업,20050531,,,,0208330467,54.00,150823,서울특별시 영등포구 대림동 991-5번지 ,,,공간커피숍,2000-03-31 00:00:00,I,2018-08-31 23:59:59.0,다방,,,다방,0,3,주택가주변,지도,상수도전용,,,,,,,,,N,54,,,
3180000,3180000-104-1970-01574,19700328,,01,영업/정상,01,영업,,,,,0226334820,53.13,150862,서울특별시 영등포구 양평동1가 36-0번지 ,서울특별시 영등포구 선유로 106 (양평동1가),07262,양남,2000-04-03 00:00:00,I,2018-08-31 23:59:59.0,다방,190247.850614001    ,446793.149586303    ,다방,0,0,기타,을,상수도전용,,,,,,,,,N,53.13,,,
3180000,3180000-104-1970-01611,19700625,,03,폐업,02,폐업,19911022,,,,0206331604,92.24,150866,서울특별시 영등포구 양평동4가 56-0번지 ,,,아담,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,190854.246437722    ,448188.999851761    ,다방,0,3,기타,지도,상수도전용,,,,,,,,,N,92.24,,,
3180000,3180000-104-1970-01616,19700107,,03,폐업,02,폐업,20091216,,,,02 8339796,39.00,150832,서울특별시 영등포구 도림동 186-1번지 ,,,도림다방,2009-12-16 17:32:43,I,2018-08-31 23:59:59.0,다방,190930.754743542    ,445316.508623636    ,다방,0,0,주택가주변,을,상수도전용,,,,,,,,,N,39,,,
3180000,3180000-104-1970-01669,19700112,,03,폐업,02,폐업,19911204,,,,0206785096,109.09,150033,서울특별시 영등포구 영등포동3가 13-1번지 ,,,고려,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,191937.587868566    ,446243.448143929    ,다방,0,3,유흥업소밀집지역,지도,상수도전용,,,,,,,,,N,109.09,,,
3180000,3180000-104-1971-00915,19710806,,03,폐업,02,폐업,20060613,,,,02,89.65,150037,서울특별시 영등포구 영등포동7가 23-0번지 ,,,매원,2000-03-21 00:00:00,I,2018-08-31 23:59:59.0,다방,191606.566646652    ,446725.248503394    ,다방,0,0,결혼예식장주변,을,상수도전용,,,,,,,,,N,89.65,,,
3180000,3180000-104-1971-01354,19711005,,03,폐업,02,폐업,19940318,,,,0206343555,46.50,150037,서울특별시 영등포구 영등포동7가 77-11번지 ,,,신화,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,191588.331610323    ,446991.219385887    ,다방,0,2,기타,지도,상수도전용,,,,,,,,,N,46.5,,,
3180000,3180000-104-1971-01389,19710611,,03,폐업,02,폐업,20080930,,,,0206338991,64.40,150903,서울특별시 영등포구 영등포동2가 237-0번지 ,,,금성,2005-01-28 00:00:00,I,2018-08-31 23:59:59.0,다방,,,다방,0,2,기타,지도,상수도전용,,,,,,,,,N,64.4,,,
3180000,3180000-104-1971-01424,19711201,,03,폐업,02,폐업,19941114,,,,0206775750,123.18,150903,서울특별시 영등포구 영등포동2가 330-0번지 ,,,옴니,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,191846.866965945    ,446360.698204549    ,다방,3,2,유흥업소밀집지역,지도,상수도전용,,,,,,,,,N,123.18,,,
3180000,3180000-104-1971-01439,19711006,,03,폐업,02,폐업,20091216,,,,0206335427,76.45,150038,서울특별시 영등포구 영등포동8가 53-2번지 ,,,영일다방,2009-12-17 09:46:12,I,2018-08-31 23:59:59.0,다방,191620.515316239    ,447238.093648476    ,다방,0,2,주택가주변,지도,상수도전용,,,,,,,,,N,76.45,,,
3180000,3180000-104-1971-01464,19710630,,03,폐업,02,폐업,19940118,,,,0206342534,121.52,150903,서울특별시 영등포구 영등포동2가 157-0번지 ,,,동원,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,,,다방,0,2,기타,지도,상수도전용,,,,,,,,,N,121.52,,,
3180000,3180000-104-1971-01484,19710402,,03,폐업,02,폐업,20050512,,,,0206342518,147.00,150035,서울특별시 영등포구 영등포동5가 19-1번지 ,,,나래폼,2000-04-15 00:00:00,I,2018-08-31 23:59:59.0,다방,191610.160334499    ,446458.515273642    ,다방,1,2,기타,지도,상수도전용,,,,,,,,,N,147,,,
3180000,3180000-104-1971-01603,19711005,,03,폐업,02,폐업,19900308,,,,0206331093,69.00,150800,서울특별시 영등포구 당산동1가 87-16번지 ,,,여로,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,191100.847496076    ,446526.692043497    ,다방,0,0,기타,지도,상수도전용,,,,,,,,,N,69,,,
3180000,3180000-104-1971-01618,19710612,,03,폐업,02,폐업,19921103,,,,0206331378,58.16,150102,서울특별시 영등포구 양평동2가 29-8번지 ,,,녹수다방,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,189769.025315841    ,446781.762160449    ,다방,0,3,기타,지도,상수도전용,,,,,,,,,N,58.16,,,
3180000,3180000-104-1971-01622,19711105,,03,폐업,02,폐업,19900719,,,,0226341467,68.13,150035,서울특별시 영등포구 영등포동5가 3-0번지 ,,,길,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,191790.103291267    ,446394.412455225    ,다방,0,1,기타,지도,상수도전용,,,,,,,,,N,68.13,,,
3180000,3180000-104-1971-01627,19710428,,03,폐업,02,폐업,19920306,,,,0206345518,70.87,150036,서울특별시 영등포구 영등포동6가 3-0번지 ,,,초원,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,,,다방,0,3,기타,지도,상수도전용,,,,,,,,,N,70.87,,,
3180000,3180000-104-1971-01628,19710716,,03,폐업,02,폐업,19930902,,,,0206345610,99.90,150036,서울특별시 영등포구 영등포동6가 77-6번지 ,,,개미,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,,,다방,0,3,기타,지도,상수도전용,,,,,,,,,N,99.9,,,
3180000,3180000-104-1971-01630,19710624,,03,폐업,02,폐업,19920506,,,,0206338053,94.49,150037,서울특별시 영등포구 영등포동7가 43-1번지 ,,,대동,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,191520.786673029    ,446766.8609463      ,다방,0,3,기타,지도,상수도전용,,,,,,,,,N,94.49,,,
3180000,3180000-104-1971-01635,19710610,,03,폐업,02,폐업,19950208,,,,0206762906,91.93,150803,서울특별시 영등포구 당산동3가 220-0번지 ,,,아람,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,190866.264183222    ,447142.974819419    ,다방,2,2,기타,지도,상수도전용,,,,,,,,,N,91.93,,,
3180000,3180000-104-1971-01638,19710527,,03,폐업,02,폐업,19900806,,,,0206346066,79.64,150800,서울특별시 영등포구 당산동1가 17-2번지 ,,,솔,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,190793.932807039    ,446583.79888364     ,다방,1,3,기타,지도,상수도전용,,,,,,,,,N,79.64,,,
3180000,3180000-104-1971-01663,19710825,,03,폐업,02,폐업,19940601,,,,0206788500,91.50,150033,서울특별시 영등포구 영등포동3가 2-7번지 ,,,미진,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,192015.563167244    ,446265.282454703    ,다방,0,3,기타,지도,상수도전용,,,,,,,,,N,91.5,,,
3180000,3180000-104-1971-01666,19710624,,03,폐업,02,폐업,19950208,,,,0206347757,55.35,150903,서울특별시 영등포구 영등포동2가 195-0번지 ,,,호정,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,192076.279297471    ,446342.194830263    ,다방,0,3,기타,지도,상수도전용,,,,,,,,,N,55.35,,,
3180000,3180000-104-1972-00934,19721227,,03,폐업,02,폐업,20091216,,,,0206331900,53.60,150035,서울특별시 영등포구 영등포동5가 20-0번지 지하상가 ,,,왕비,2009-12-17 09:21:19,I,2018-08-31 23:59:59.0,다방,,,다방,0,3,기타,지도,상수도전용,,,,,,,,,N,53.6,,,
3180000,3180000-104-1972-01227,19721031,,03,폐업,02,폐업,20191002,,,,0208430868,67.66,150839,서울특별시 영등포구 신길동 96-20번지 ,서울특별시 영등포구 영등포로 378 (신길동),07352,초원,2019-10-02 14:14:40,U,2019-10-04 02:40:00.0,다방,192858.886138626    ,445715.642085425    ,다방,0,3,기타,지도,상수도전용,,,,,,,,,N,67.66,,,
3180000,3180000-104-1972-01434,19720106,,03,폐업,02,폐업,19941019,,,,0206917681,73.41,150862,서울특별시 영등포구 양평동1가 9-2번지 ,,,동양,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,190302.055563779    ,446635.275219693    ,다방,0,3,기타,지도,상수도전용,,,,,,,,,N,73.41,,,
3180000,3180000-104-1972-01592,19720116,,03,폐업,02,폐업,19950208,,,,0206341689,100.90,150035,서울특별시 영등포구 영등포동5가 2-0번지 ,,,본전,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,191787.017660972    ,446380.898157896    ,다방,0,3,유흥업소밀집지역,지도,상수도전용,,,,,,,,,N,100.9,,,
3180000,3180000-104-1972-01606,19720307,,01,영업/정상,01,영업,,,,,0206336069,51.70,150091,서울특별시 영등포구 문래동1가 71-6번지 ,,,씨에스터,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,,,다방,0,3,기타,지도,상수도전용,,,,,,,,,N,51.7,,,
3180000,3180000-104-1972-01620,19720204,,03,폐업,02,폐업,19990407,,,,0206780662,142.40,150033,서울특별시 영등포구 영등포동3가 5-54번지 ,,,화진다방,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,191698.465410847    ,446337.03128898     ,다방,2,2,유흥업소밀집지역,지도,상수도전용,,,,,,,,,N,142.4,,,
3180000,3180000-104-1972-01649,19720129,,03,폐업,02,폐업,19920418,,,,0206787003,75.60,150033,서울특별시 영등포구 영등포동3가 425-6번지 ,,,흙,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,,,다방,2,0,유흥업소밀집지역,지도,상수도전용,,,,,,,,,N,75.6,,,
3180000,3180000-104-1972-01842,19720209,,03,폐업,02,폐업,19971106,,,,0208431404,33.25,150839,서울특별시 영등포구 신길동 95-19번지 ,,,서울뉴욕,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,과자점,,,과자점,2,1,주택가주변,지도,상수도전용,,,,,,,,,N,33.25,,,
3180000,3180000-104-1972-01984,19720324,,03,폐업,02,폐업,19830223,,,,0206702125,23.00,150903,서울특별시 영등포구 영등포동2가 335-0번지 ,,,대성병과,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,과자점,191824.069633351    ,446408.254661535    ,과자점,2,2,주택가주변,지도,상수도전용,,,,,,,,,N,23,,,
3180000,3180000-104-1973-00929,19730404,,03,폐업,02,폐업,19941130,,,,0206787113,115.52,150034,서울특별시 영등포구 영등포동4가 426-3번지 ,,,대아,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,,,다방,0,2,유흥업소밀집지역,지도,상수도전용,,,,,,,,,N,115.52,,,
3180000,3180000-104-1973-01015,19730324,,01,영업/정상,01,영업,,,,,0206338742,81.55,150835,서울특별시 영등포구 문래동3가 70번지 지하1층 ,서울특별시 영등포구 당산로 53 (문래동3가, 지하1층),07294,삼성다방,2018-11-19 15:08:38,U,2018-11-21 02:37:52.0,다방,190636.284316469    ,446369.104118862    ,다방,0,2,기타,지도,상수도전용,,,,,,,,,Y,81.55,,,
3180000,3180000-104-1973-01125,19731002,,03,폐업,02,폐업,20050930,,,,0206331392,86.25,150102,서울특별시 영등포구 양평동2가 19-0번지 ,,,새천년,2003-03-18 00:00:00,I,2018-08-31 23:59:59.0,다방,,,다방,0,3,기타,지도,상수도전용,,,,,,,,,N,86.25,,,
3180000,3180000-104-1973-01257,19731226,,03,폐업,02,폐업,20091216,,,,0208423050,58.85,150855,서울특별시 영등포구 신길동 1326-0번지 ,,,돌,2009-12-16 17:50:09,I,2018-08-31 23:59:59.0,다방,193231.14264784     ,445571.856279249    ,다방,0,2,기타,지도,상수도전용,,,,,,,,,N,58.85,,,
3180000,3180000-104-1973-01326,19730208,,03,폐업,02,폐업,20061101,,,,0226339518,72.85,150900,서울특별시 영등포구 영등포동2가 28-142번지 ,,,화니,2004-07-20 00:00:00,I,2018-08-31 23:59:59.0,다방,192059.3352735      ,446520.79185051     ,다방,0,3,기타,지도,상수도전용,,,,,,,,,N,72.85,,,
3180000,3180000-104-1973-01346,19731004,,03,폐업,02,폐업,20040930,,,,02 6754402,67.20,150094,서울특별시 영등포구 문래동4가 6-8번지 ,,,홈런커피숍,2003-11-10 00:00:00,I,2018-08-31 23:59:59.0,다방,190334.155685017    ,445951.890820347    ,다방,0,2,기타,지도,상수도전용,,,,,,,,,N,67.2,,,
3180000,3180000-104-1973-01633,19730919,,03,폐업,02,폐업,19901109,,,,0206778402,46.69,150038,서울특별시 영등포구 영등포동8가 75-8번지 ,,,태일다방,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,191621.377865935    ,447363.357562056    ,다방,0,3,기타,지도,상수도전용,,,,,,,,,N,46.69,,,
3180000,3180000-104-1973-02019,19730213,,03,폐업,02,폐업,20011102,,,,0207821566,19.04,150894,서울특별시 영등포구 여의도동 50-0번지 시범아파트    7동   25호,,,아리랑상회,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,과자점,194370.32715363     ,446497.523930335    ,과자점,1,1,아파트지역,지도,상수도전용,,,,,,,,,N,19.04,,,
3180000,3180000-104-1974-01001,19741216,,03,폐업,02,폐업,20090615,,,,0226331310,80.19,150901,서울특별시 영등포구 영등포동2가 94-253번지 ,,,타임,2008-05-21 09:21:08,I,2018-08-31 23:59:59.0,다방,191955.046063979    ,446727.352408287    ,다방,0,2,기타,지도,상수도전용,,,,,,,,,N,80.19,,,
3180000,3180000-104-1974-01245,19740201,,03,폐업,02,폐업,20220121,,,,0208330646,94.00,150854,서울특별시 영등포구 신길동 726-0 ,서울특별시 영등포구 가마산로90길 8 (신길동),07391,애림,2022-01-21 09:00:17,U,2022-01-23 02:40:00.0,다방,192932.887359924    ,444584.074514168    ,다방,0,3,기타,지도,상수도전용,0,0,0,0,0,,0,0,N,94,,,
3180000,3180000-104-1974-01378,19740809,,03,폐업,02,폐업,20030916,,,,0226337441,56.74,150800,서울특별시 영등포구 당산동1가 41-3번지 ,,,꽃,2001-01-19 00:00:00,I,2018-08-31 23:59:59.0,다방,190782.684971529    ,446588.891357088    ,다방,1,2,기타,지도,상수도전용,,,,,,,,,N,56.74,,,
3180000,3180000-104-1974-02022,19740330,,03,폐업,02,폐업,19900809,,,,0206787461,24.12,150033,서울특별시 영등포구 영등포동3가 10-54번지 ,,,고려당,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,과자점,,,과자점,3,2,유흥업소밀집지역,지도,상수도전용,,,,,,,,,N,24.12,,,
3180000,3180000-104-1975-00778,19750810,,03,폐업,02,폐업,19940906,,,,0206340671,101.86,150867,서울특별시 영등포구 양평동4가 121-0번지 ,,,홀로서기,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,190672.752121264    ,448356.915383119    ,다방,0,3,기타,지도,상수도전용,,,,,,,,,N,101.86,,,
3180000,3180000-104-1975-00976,19750919,,03,폐업,02,폐업,20031013,,,,0206937938,60.96,150033,서울특별시 영등포구 영등포동3가 13-5번지 ,,,명동,2000-04-03 00:00:00,I,2018-08-31 23:59:59.0,다방,191988.610846841    ,446228.772211097    ,다방,0,3,기타,지도,상수도전용,,,,,,,,,N,60.96,,,
3180000,3180000-104-1975-00982,19750912,,03,폐업,02,폐업,20201020,,,,0226341224,33.00,150901,서울특별시 영등포구 영등포동2가 94-35 지상2층 ,서울특별시 영등포구 버드나루로 25 (영등포동2가,지상2층),07253,상옥,2020-10-20 15:13:21,U,2020-10-22 02:40:00.0,다방,192159.216308612    ,446536.102128721    ,다방,0,2,기타,지도,상수도전용,,,,,,,,,N,33,,,
3180000,3180000-104-1975-01017,19751231,,03,폐업,02,폐업,20050803,,,,0206334041,90.42,150094,서울특별시 영등포구 문래동4가 28-7번지 ,,,은지,2000-03-22 00:00:00,I,2018-08-31 23:59:59.0,다방,190050.028196282    ,445912.190131106    ,다방,0,2,기타,지도,상수도전용,,,,,,,,,N,90.42,,,
3180000,3180000-104-1975-01120,19750329,,03,폐업,02,폐업,20021104,,,,0226339678,83.10,150862,서울특별시 영등포구 양평동1가 9-3번지 ,,,영도,2000-10-17 00:00:00,I,2018-08-31 23:59:59.0,다방,190290.710757001    ,446637.48615803     ,다방,0,3,기타,지도,상수도전용,,,,,,,,,N,83.1,,,
3180000,3180000-104-1975-01309,19750213,,03,폐업,02,폐업,19990318,,,,0207820121,101.42,150868,서울특별시 영등포구 여의도동 10-3번지 여의도관광    1호,,,여의도관광호텔다방,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,193321.88651945     ,447552.076521358    ,다방,4,0,기타,지도,상수도전용,,,,,,,,,N,101.42,,,
3180000,3180000-104-1975-01581,19750724,,03,폐업,02,폐업,19970423,,,,0206342223,109.18,150901,서울특별시 영등포구 영등포동2가 94-124번지 ,,,유리,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,192081.258332212    ,446666.765547843    ,다방,0,3,기타,지도,상수도전용,,,,,,,,,N,109.18,,,
3180000,3180000-104-1975-01586,19751015,,03,폐업,02,폐업,19950208,,,,0206340078,71.62,150903,서울특별시 영등포구 영등포동2가 184-0번지 ,,,동,2001-08-02 00:00:00,I,2018-08-31 23:59:59.0,다방,192009.604331011    ,446370.075795564    ,다방,1,2,기타,지도,상수도전용,,,,,,,,,N,71.62,,,
3180000,3180000-104-1975-01796,19750127,,03,폐업,02,폐업,20001127,,,,02,77.92,150045,서울특별시 영등포구 당산동5가 11-1번지 ,,,로망스베이커리,2000-11-27 00:00:00,I,2018-08-31 23:59:59.0,과자점,,,과자점,4,2,아파트지역,지도,상수도전용,,,,,,,,,N,77.92,,,
