업종명,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,업태명
휴게음식점,피자애(새절역점),"서울특별시 은평구 증산로 405 (신사동, 1층)",서울특별시 은평구 신사동 335-2 1층,36,,기타 휴게음식점
휴게음식점,세븐일레븐 연신내 동명점,"서울특별시 은평구 통일로73길 5 (대조동, 1층)",서울특별시 은평구 대조동 188-28 1층,3.3,,편의점
휴게음식점,GS25 불광본점,"서울특별시 은평구 불광로 81 (불광동, 1층)",서울특별시 은평구 불광동 243-11 1층,3.3,02  -355 -3957,편의점
휴게음식점,PLATE409(플레이트409),"서울특별시 은평구 역말로 72-1 (역촌동, 지상)",서울특별시 은평구 역촌동 19-52 지상,37.02,,기타 휴게음식점
휴게음식점,마시그래이  연신내점,"서울특별시 은평구 연서로29길 25 (갈현동, 1층)",서울특별시 은평구 갈현동 452-1 1층,25,,커피숍
휴게음식점,커피인뉴옥,"서울특별시 은평구 불광로 20 (대조동, 9층 D11호,D12호)","서울특별시 은평구 대조동 240 9층 D11호,D12호",24,,커피숍
휴게음식점,인컴솔루션,"서울특별시 은평구 불광로 90 (불광동, 대호프라자상가 1층 128호)",서울특별시 은평구 불광동 631-1 대호프라자상가 1층 128호,6,,커피숍
휴게음식점,마리짱 불광점,"서울특별시 은평구 불광로 20 (대조동, 9층 A003, A004)","서울특별시 은평구 대조동 240 9층 A003, A004",23,,기타 휴게음식점
휴게음식점,투썸플레이스 은평뉴타운점,"서울특별시 은평구 진관3로 20 (진관동, SW 메디컬 빌딩 1,2층)","서울특별시 은평구 진관동 69 SW 메디컬 빌딩 1,2층",236.59,,커피숍
휴게음식점,GS25 연신내 제일점,"서울특별시 은평구 연서로26길 11 (대조동, 1층)",서울특별시 은평구 대조동 196-25 1층,3.3,,기타 휴게음식점
휴게음식점,어묵집,"서울특별시 은평구 수색로 262-1 (수색동, 1층)",서울특별시 은평구 수색동 368-2 1층,11.3,,기타 휴게음식점
휴게음식점,쌀똑 쌀 핫도그,"서울특별시 은평구 서오릉로 180 (갈현동, 1층 )",서울특별시 은평구 갈현동 489-24 1층,28,02- 353-5013,기타 휴게음식점
휴게음식점,씨유 은평여왕점,서울특별시 은평구 은평로 200 (응암동),서울특별시 은평구 응암동 72-2,3.3,,기타 휴게음식점
휴게음식점,지바트 은평점,"서울특별시 은평구 진관3로 77 (진관동, 919동101호)",서울특별시 은평구 진관동 25 919동101호,18.51,,커피숍
휴게음식점,JCC(제이씨씨),"서울특별시 은평구 응암로 247 (응암동, 1층)",서울특별시 은평구 응암동 124-17 1층,30.8,02  -385 -0124,기타 휴게음식점
휴게음식점,GS 25 응암사랑점,서울특별시 은평구 응암로22길 16-1 (응암동),서울특별시 은평구 응암동 397-10,6.6,,기타 휴게음식점
휴게음식점,BBQ치킨,"서울특별시 은평구 녹번로 35 (녹번동, 1층)",서울특별시 은평구 녹번동 98-47 1층,21.3,,기타 휴게음식점
휴게음식점,화이트니스,"서울특별시 은평구 증산로13길 44-5 (증산동, 문영아파트 1차 상가 B301호)",서울특별시 은평구 증산동 254 문영아파트 1차 상가 B301호,85,,커피숍
휴게음식점,홀리더 카페 세나클,서울특별시 은평구 증산로17길 4 (신사동),서울특별시 은평구 신사동 337-10,39.79,02  -3749-191,기타 휴게음식점
휴게음식점,GS25 불광천길,"서울특별시 은평구 불광천길 482 (응암동, 자선메르시안 아파트 1층)",서울특별시 은평구 응암동 123-25 자선메르시안 아파트 1층,3.3,,편의점
휴게음식점,지에스25은평우물골점,"서울특별시 은평구 진관2로 111-7 (진관동, 212동 상가 B108호)",서울특별시 은평구 진관동 88 212동 상가 B108호,3.3,,편의점
휴게음식점,솜씨와 情떡,서울특별시 은평구 은평로3길 26 (역촌동),서울특별시 은평구 역촌동 83-69 1층,33,,커피숍
휴게음식점,빙달,"서울특별시 은평구 연서로 213, 1층 (갈현동)",서울특별시 은평구 갈현동 456-28,19,,기타 휴게음식점
휴게음식점,아로이커피,"서울특별시 은평구 증산로 319, 1층 101호 (증산동)",서울특별시 은평구 증산동 164-5,87.24,,커피숍
휴게음식점,지에스25 증산본점,"서울특별시 은평구 증산서길 98, 1층 102,103호 (증산동, 세영 프라임 아파트)",서울특별시 은평구 증산동 188-12 세영 프라임 아파트,3.3,,기타 휴게음식점
휴게음식점,GS은평한남,서울특별시 은평구 갈현로 155-3 (구산동),서울특별시 은평구 구산동 14-2,3.3,,기타 휴게음식점
휴게음식점,지에스 25 역촌점,서울특별시 은평구 진흥로 65 (역촌동),서울특별시 은평구 역촌동 28-72,3.3,,기타 휴게음식점
휴게음식점,카페동네,"서울특별시 은평구 갈현로5길 5 (신사동, 1층)",서울특별시 은평구 신사동 9-7 1층,46.24,,커피숍
휴게음식점,숨터,"서울특별시 은평구 은평로 200 (응암동, 지하1층)",서울특별시 은평구 응암동 72-2 지하1층,29.2,,기타 휴게음식점
휴게음식점,더하루커피 연신내점,"서울특별시 은평구 통일로83길 8 (갈현동, 1층)",서울특별시 은평구 갈현동 404-2 1층,148.94,,커피숍
휴게음식점,GS은평영화점,"서울특별시 은평구 연서로27길 14 (갈현동, 1층)",서울특별시 은평구 갈현동 454-27 1층,3.3,,편의점
휴게음식점,GS25 불광래미안,,"서울특별시 은평구 불광동 1-200 상가동 지층 1,2호",3.3,02  -388 -7072,편의점
휴게음식점,GS25 역촌부호점,"서울특별시 은평구 역말로4길 18 (역촌동, 1층(102호,103호))","서울특별시 은평구 역촌동 58-41 1층(102호,103호)",3.3,,편의점
휴게음식점,지베르니 정원,"서울특별시 은평구 갈현로4길 43, 제비동 1층 101호 (역촌동, 동인에버빌)",서울특별시 은평구 역촌동 84-36 동인에버빌 1층 제비동 101호,7.84,,커피숍
휴게음식점,피턴하우스,"서울특별시 은평구 통일로 684 (녹번동, 서울혁신파크 야외광장(84루4051))",서울특별시 은평구 녹번동 5-29 서울혁신파크 야외광장(84루4051),14,,푸드트럭
휴게음식점,에그,"서울특별시 은평구 통일로 684 (녹번동, 서울혁신파크 야외광장)",서울특별시 은평구 녹번동 5-29 서울혁신파크 야외광장,3.3,02  -552 -9799,푸드트럭
휴게음식점,에그,"서울특별시 은평구 통일로 684 (녹번동, 서울혁신파크 야외광장)",서울특별시 은평구 녹번동 5-29 서울혁신파크 야외광장,3.3,02  -552 -9799,푸드트럭
휴게음식점,에그,"서울특별시 은평구 통일로 684 (녹번동, 서울혁신파크 야외광장)",서울특별시 은평구 녹번동 5-29 서울혁신파크 야외광장,3.3,02  -552 -9799,푸드트럭
휴게음식점,에그,"서울특별시 은평구 통일로 684 (녹번동, 서울혁신파크 야외광장)",서울특별시 은평구 녹번동 5-29 서울혁신파크 야외광장,3.3,02  -552 -9799,푸드트럭
휴게음식점,에그,"서울특별시 은평구 통일로 684 (녹번동, 서울혁신파크 야외광장)",서울특별시 은평구 녹번동 5-29 서울혁신파크 야외광장,3.3,02  -552 -9799,푸드트럭
휴게음식점,갈현떡볶이,"서울특별시 은평구 통일로 684 (녹번동, 서울혁신파크 야외광장)",서울특별시 은평구 녹번동 5-29 서울혁신파크 야외광장,3.3,,푸드트럭
휴게음식점,연희 김밥,서울특별시 은평구 가좌로 236 (응암동),서울특별시 은평구 응암동 577-30 외3필지 제나동 1층,22.61,,기타 휴게음식점
휴게음식점,쩜순이네 닭강정,"서울특별시 은평구 증산로17가길 2, 1층 (신사동)",서울특별시 은평구 신사동 350-26,25,,기타 휴게음식점
휴게음식점,GS25 S6응암역점,"서울특별시 은평구 증산로 지하 477 (역촌동, 지하2층 2001호)",서울특별시 은평구 역촌동 85-41 지하2층 2001호,3.3,,편의점
휴게음식점,폴라리스 영어 카페,"서울특별시 은평구 백련산로 38 (응암동, 외1필지 백련산힐스테이트2차 상가 4동 207호)",서울특별시 은평구 응암동 760 외1필지 백련산힐스테이트2차 상가 4동 207호,46,,기타 휴게음식점
휴게음식점,trattoria piu(트라토리아피우),"서울특별시 은평구 진관2로 111-7 (진관동, 제209동 상가B107호)",서울특별시 은평구 진관동 88 제209동 상가B107호,29,,기타 휴게음식점
휴게음식점,GS25 대조포인트점,"서울특별시 은평구 서오릉로8길 7 (대조동, 1층)",서울특별시 은평구 대조동 64-7 1층,3.3,,편의점
휴게음식점,GS25 숭실학원점,"서울특별시 은평구 은평터널로7길 2 (신사동, 상가동 지층 2호)",서울특별시 은평구 신사동 358 상가동 지층 2호,3.3,,편의점
휴게음식점,앤티앤스,"서울특별시 은평구 통일로 1050, 롯데몰 은평점 4층 39호 (진관동)",서울특별시 은평구 진관동 63 롯데몰 은평점 4층 39호,20.25,02  -5870-955,기타 휴게음식점
휴게음식점,폴 바셋 롯데몰 은평점,"서울특별시 은평구 통일로 1050 (진관동, 롯데몰 은평점 1층27호)",서울특별시 은평구 진관동 63 롯데몰 은평점1층27호,150.04,02  -6970-5140,커피숍
휴게음식점,베스킨라빈스 롯데몰 은평점,"서울특별시 은평구 통일로 1050 (진관동, 롯데몰 은평점 지하1층)",서울특별시 은평구 진관동 63 롯데몰 은평점 지하1층,48.9,,아이스크림
휴게음식점,섬섬옥수,"서울특별시 은평구 백련산로 133-1 (응암동, 2층)",서울특별시 은평구 응암동 195-69 2층,22.4,,커피숍
휴게음식점,오가다 롯데몰 은평점,"서울특별시 은평구 통일로 1050 (진관동, 롯데몰 은평점 3층24호)",서울특별시 은평구 진관동 63 롯데몰 은평점 3층24호,113.29,,기타 휴게음식점
휴게음식점,GS25 새절중앙점,"서울특별시 은평구 증산로 395-16 (신사동, 1층101호)",서울특별시 은평구 신사동 336-14 1층101호,3.3,,편의점
휴게음식점,도이창카페 은평롯데마트점,"서울특별시 은평구 통일로 1050 (진관동, 롯데마트 은평점 1층)",서울특별시 은평구 진관동 63 롯데마트 은평점 1층,13.5,,기타 휴게음식점
휴게음식점,Caffe DZ(카페디지),서울특별시 은평구 진흥로1길 24 (역촌동),서울특별시 은평구 역촌동 40-9,30,,기타 휴게음식점
휴게음식점,GS25 역촌럭키,서울특별시 은평구 서오릉로9길 14-1 (역촌동),서울특별시 은평구 역촌동 14-55,3.3,,기타 휴게음식점
휴게음식점,이마트24 R은평응암로점,"서울특별시 은평구 응암로 181 (응암동, 1층)",서울특별시 은평구 응암동 598-1 1층,3.3,,기타 휴게음식점
휴게음식점,아람채,"서울특별시 은평구 진관길 3 (진관동, 1층)",서울특별시 은평구 진관동 9993-102 1층,95.87,,기타 휴게음식점
휴게음식점,1인1잔,"서울특별시 은평구 연서로 534 (진관동, 1,2층)","서울특별시 은평구 진관동 9992-9991 1,2층",156.68,,커피숍
휴게음식점,성환이네 떡볶이,"서울특별시 은평구 불광로 137, 유니파크 101호 (불광동)",서울특별시 은평구 불광동 221-1 유니파크,15.84,02  -354 -9509,기타 휴게음식점
휴게음식점,데이데이(Day Day),"서울특별시 은평구 연서로29길 8 (갈현동, 1층8호)",서울특별시 은평구 갈현동 399-7 1층8호,25,,기타 휴게음식점
휴게음식점,맹꽁이 노리터,"서울특별시 은평구 통일로 890 (불광동, 지층)",서울특별시 은평구 불광동 484-12 지층,10,,커피숍
휴게음식점,이웃집 바리스타,"서울특별시 은평구 증산로3길 12 (증산동, 증산종합시장내 다 1호)",서울특별시 은평구 증산동 184-9 증산종합시장내 다 1호,3.84,,기타 휴게음식점
휴게음식점,놀숲 구파발역점,"서울특별시 은평구 진관2로 29-21 (진관동, 드림스퀘어 4층404호)",서울특별시 은평구 진관동 72 드림스퀘어 4층404호,59.4,,커피숍
휴게음식점,GS25 녹번점,서울특별시 은평구 통일로 685 (녹번동),서울특별시 은평구 녹번동 117-61 1층,3.3,,편의점
휴게음식점,김밥나라,"서울특별시 은평구 진관2로 15-8 (진관동, 웅신미켈란의아침 102호)",서울특별시 은평구 진관동 73 웅신미켈란의아침 102호,49.5,,기타 휴게음식점
휴게음식점,얌이얌이,"서울특별시 은평구 녹번로 9 (녹번동, 1층 중앙)",서울특별시 은평구 녹번동 82-11 1층 중앙,33.76,,기타 휴게음식점
휴게음식점,프로즌빈,"서울특별시 은평구 가좌로 298 (신사동, 1층)",서울특별시 은평구 신사동 38-26 1층,128,,커피숍
휴게음식점,빽다방 구파발역 미켈란점,"서울특별시 은평구 진관2로 15-8 (진관동, 웅신미켈란의아침 101호)",서울특별시 은평구 진관동 73 웅신미켈란의아침 101호,49.5,,커피숍
휴게음식점,GS25 진관아이파크점,"서울특별시 은평구 통일로 1010 (진관동, B 207)",서울특별시 은평구 진관동 100-3 B 207,3.3,,기타 휴게음식점
휴게음식점,몬토하베,"서울특별시 은평구 불광로14길 27 (불광동, 지층 01호)",서울특별시 은평구 불광동 16-120 지층 01호,22,,커피숍
휴게음식점,피자스쿨 불광2동점,"서울특별시 은평구 연서로 283-1 (불광동, 1층)",서울특별시 은평구 불광동 356-19 1층,49.5,,기타 휴게음식점
휴게음식점,GS25 녹번역점,"서울특별시 은평구 통일로 639 (녹번동, 1층)",서울특별시 은평구 녹번동 35-96 1층,6.6,,편의점
휴게음식점,소철이네,서울특별시 은평구 통일로65길 26-21 (대조동),서울특별시 은평구 대조동 15-144 102호,16.5,02-379 -6429,기타 휴게음식점
휴게음식점,GS25구산부일점,"서울특별시 은평구 갈현로15길 24 (구산동, 1층)",서울특별시 은평구 구산동 176 1층,3.3,,편의점
휴게음식점,키즈팡팡 구산점,"서울특별시 은평구 연서로 161 (갈현동, 6층)",서울특별시 은평구 갈현동 464-4 6층,25.6,,키즈카페
휴게음식점,참분식,서울특별시 은평구 은평터널로 189 (신사동),서울특별시 은평구 신사동 222-5,8.25,,기타 휴게음식점
휴게음식점,GS25 진관웅신점,"서울특별시 은평구 진관2로 15-8 (진관동, 121호)",서울특별시 은평구 진관동 73 121호,3.3,,기타 휴게음식점
휴게음식점,GS25 녹번중앙,서울특별시 은평구 녹번로9길 19 (녹번동),서울특별시 은평구 녹번동 120-17,3.3,,기타 휴게음식점
휴게음식점,"카페, 온정",서울특별시 은평구 가좌로 212 (응암동),"서울특별시 은평구 응암동 325-8 1층,지하1층",99,,기타 휴게음식점
휴게음식점,GS25 갈현행운점,"서울특별시 은평구 연서로19길 8 (갈현동, 1층)",서울특별시 은평구 갈현동 463-4 1층,3.3,,편의점
휴게음식점,국시방,"서울특별시 은평구 진흥로15길 21, 1층 (불광동)",서울특별시 은평구 불광동 281-18 1층,20,,일반조리판매
휴게음식점,GS25 녹번가로길,"서울특별시 은평구 은평로21길 36, 1층 (녹번동)",서울특별시 은평구 녹번동 89 1층,3.3,,편의점
휴게음식점,ONE SUGAR DAY(원슈가데이),"서울특별시 은평구 연서로 455, 536동 제지하1층 B101호 (진관동, 은평뉴타운제각말 )",서울특별시 은평구 진관동 92 536동 제지하1층 B101호,42.27,,커피숍
휴게음식점,명랑핫도그(응암오거리점),"서울특별시 은평구 응암로 173-1, 1층 우측호 (응암동)",서울특별시 은평구 응암동 598-11 1층 우측,30,,기타 휴게음식점
휴게음식점,부산어묵,"서울특별시 은평구 서오릉로8길 16 (대조동, 1층 101호 )",서울특별시 은평구 대조동 60-17 1층 101호,19.8,,기타 휴게음식점
휴게음식점,팝콘트리,"서울특별시 은평구 불광천길 466, 1층 (응암동)",서울특별시 은평구 응암동 126-22 1층,14.77,,커피숍
휴게음식점,달리는프레젠또,"서울특별시 은평구 통일로 684 (녹번동, 서울혁신센터)",서울특별시 은평구 녹번동 5-29 서울혁신센터,10,,푸드트럭
휴게음식점,간식타임,"서울특별시 은평구 은평로3길 24 (역촌동, 1층)",서울특별시 은평구 역촌동 83-30 1층,20,,기타 휴게음식점
휴게음식점,GS25 응암가온점,"서울특별시 은평구 가좌로7다길 2, 1층 (응암동)",서울특별시 은평구 응암동 696-50 1층,3.3,,편의점
휴게음식점,써브웨이 응암점,"서울특별시 은평구 은평로 108 (응암동, 메트로럭스주상복합아파트 101호 일부(좌측))",서울특별시 은평구 응암동 110-9 메트로럭스주상복아파트  101호 일부(좌측),91.9,,기타 휴게음식점
휴게음식점,미우,"서울특별시 은평구 백련산로 38, 제상가동1동 제지2층 108호 (응암동, 백련산힐스테이트2차)",서울특별시 은평구 응암동 760 제상가동1동 제지2층 제108호,13.11,,기타 휴게음식점
휴게음식점,우리집 잔치국수,"서울특별시 은평구 갈현로 191, 1층 (갈현동)",서울특별시 은평구 갈현동 507-9 1층,26,,기타 휴게음식점
휴게음식점,명금탕,"서울특별시 은평구 진관길 5, 1층 (진관동)",서울특별시 은평구 진관동 9993-103 1층,93.24,,커피숍
휴게음식점,GS25 신사드림,"서울특별시 은평구 갈현로4길 26, 1층 (신사동)",서울특별시 은평구 신사동 1-50 1층,3.3,,편의점
휴게음식점,역촌동커피,"서울특별시 은평구 연서로3길 7 (역촌동, 1층)",서울특별시 은평구 역촌동 83-5 1층,26,,기타 휴게음식점
휴게음식점,A-Cafe(아카페),"서울특별시 은평구 연서로27길 31-7 (갈현동, 1층)",서울특별시 은평구 갈현동 501-5 1층,127.06,,기타 휴게음식점
휴게음식점,엄마김밥,"서울특별시 은평구 갈현로 115 (구산동, 1층)",서울특별시 은평구 구산동 26-39 1층,15,,기타 휴게음식점
휴게음식점,스윗핑거스,"서울특별시 은평구 통일로 1050, 4층 (진관동, 롯데몰 은평점)",서울특별시 은평구 진관동 63 롯데몰 은평점 4층,3.3,,기타 휴게음식점
휴게음식점,신가네 김밥,"서울특별시 은평구 진흥로1길 17 (역촌동, 1층)",서울특별시 은평구 역촌동 38-1 1층,23.14,,기타 휴게음식점
휴게음식점,구일,"서울특별시 은평구 서오릉로17길 1, 1층 101호 (구산동, 뉴아름빌)",서울특별시 은평구 구산동 339-8 뉴아름빌 1층 101호,38.3,,커피숍
휴게음식점,베르타 플라워&amp;카페,"서울특별시 은평구 진흥로1길 4-1 (역촌동, 지층)",서울특별시 은평구 역촌동 42-12 지층,56,,커피숍
휴게음식점,모퉁2,"서울특별시 은평구 가좌로 275-1, 1층 (신사동)",서울특별시 은평구 신사동 335-36 1층,21.48,,커피숍
휴게음식점,공주밤빵,"서울특별시 은평구 갈현로 109, 지층 (구산동, 615-1704)",서울특별시 은평구 구산동 26-24 도시철도6호선 구산역 지하1층 615-1704,33,,철도역구내
휴게음식점,트루비 커피숍,"서울특별시 은평구 진흥로 184, 1층 (녹번동)",서울특별시 은평구 녹번동 118-47 1층,68.79,,커피숍
휴게음식점,진정성 사진관,"서울특별시 은평구 서오릉로 72, 1층 (대조동)",서울특별시 은평구 대조동 179-49,15,,기타 휴게음식점
휴게음식점,피자심는 농부,"서울특별시 은평구 역말로9가길 15, 1층 1호 (대조동)",서울특별시 은평구 대조동 211-10 1층 1호,31,,기타 휴게음식점
휴게음식점,이마트24 녹번아르체점,"서울특별시 은평구 서오릉로 30 (녹번동, 지층2호 상가)",서울특별시 은평구 녹번동 81-17 지층2호 상가,5,,편의점
휴게음식점,돌스커피,"서울특별시 은평구 통일로 911, 1층 104호 (갈현동)",서울특별시 은평구 갈현동 392-31 104호,45.78,,커피숍
휴게음식점,GS25 신사미소점,서울특별시 은평구 증산로23길 9 (신사동),서울특별시 은평구 신사동 25-1,89,,편의점
휴게음식점,GS25 대조해오름점,"서울특별시 은평구 통일로67길 11, 1층 (대조동)",서울특별시 은평구 대조동 9-40 1층,29,,편의점
휴게음식점,GS25 역촌행운점,서울특별시 은평구 역말로 69 (역촌동),서울특별시 은평구 역촌동 10-54,51.66,,편의점
휴게음식점,이디야 갈현점,"서울특별시 은평구 갈현로 268 (갈현동, 101호,102호)","서울특별시 은평구 갈현동 432-1 101호,102호",81.27,,커피숍
휴게음식점,장씨네,"서울특별시 은평구 불광로 20, 9층 (대조동, 엔씨백화점 C-016)",서울특별시 은평구 대조동 240 엔씨백화점 C-016,4.95,,기타 휴게음식점
휴게음식점,GS25 응암힐스4차점,"서울특별시 은평구 백련산로 37 (응암동, 2동 B204, B205호)","서울특별시 은평구 응암동 764 2동 B204, B205호",3.3,,편의점
휴게음식점,하이파이브PC방,"서울특별시 은평구 불광로 98, 2층 (불광동)",서울특별시 은평구 불광동 8-275 2층,6.6,,기타 휴게음식점
휴게음식점,온플러스1,"서울특별시 은평구 백련산로 143-1, 1층 (응암동)",서울특별시 은평구 응암동 194-24 1층,37.24,,커피숍
휴게음식점,소담소담,"서울특별시 은평구 증산로17길 55, 1층 (신사동)",서울특별시 은평구 신사동 169-2,26.4,,전통찻집
휴게음식점,오혜,"서울특별시 은평구 갈현로45길 40-1, 1층 (갈현동)",서울특별시 은평구 갈현동 12-335 1층,6.6,,커피숍
휴게음식점,맘스터치 구파발역점,"서울특별시 은평구 진관3로 21, 제101동 제1층 상가 제124호 (진관동, 은평뉴타운 엘크루)",서울특별시 은평구 진관동 65 은평뉴타운 엘크루 제101동 제1층 제124호,73.8,,패스트푸드
휴게음식점,메가커피 수색자이,"서울특별시 은평구 수색로 217 (수색동, DMC자이상가 1층 110호)",서울특별시 은평구 수색동 75 DMC자이상가 1층 110호,54.1,02  -309 -3838,커피숍
휴게음식점,GS25 신사그린점,"서울특별시 은평구 증산로19길 16, 1층 (신사동)",서울특별시 은평구 신사동 32-21 1층,3.3,,편의점
휴게음식점,J&amp;J 로스팅샵,"서울특별시 은평구 연서로11길 21, 1층 (구산동)",서울특별시 은평구 구산동 24-71,38.99,,커피숍
휴게음식점,CU응암 백련산4차점,"서울특별시 은평구 백련산로 37, 1동 104호 (응암동, 힐스테이트백련산4차아파트상가 )",서울특별시 은평구 응암동 764 힐스테이트백련산4차아파트상가 1동 104호,3.3,,편의점
휴게음식점,이네이처 PC방,서울특별시 은평구 불광로 123 (불광동),서울특별시 은평구 불광동 239-2,3.3,,기타 휴게음식점
휴게음식점,별난만두,서울특별시 은평구 서오릉로8길 13 (대조동),서울특별시 은평구 대조동 62-1,18,,기타 휴게음식점
휴게음식점,Cafe B(카페 비),"서울특별시 은평구 통일로83길 5-18, 1층 101호 (갈현동, 클라인하우제갈현)",서울특별시 은평구 갈현동 403-17 클라인하우제갈현 101호,49.53,,커피숍
휴게음식점,오마뎅 구파발역점,"서울특별시 은평구 진관2로 29-21, 117호 (진관동)",서울특별시 은평구 진관동 72 드림스퀘어 117호,42.75,,기타 휴게음식점
휴게음식점,GS25 녹번푸르지오점,"서울특별시 은평구 통일로 660, 상가동 2층 211호~215호 (녹번동, 북한산푸르지오아파트)",서울특별시 은평구 녹번동 281 북한산푸르지오아파트 상가동 211호,3.3,,편의점
휴게음식점,BLISS PC(블리스 피씨방),"서울특별시 은평구 응암로11길 3, 2층 (응암동)",서울특별시 은평구 응암동 598-18 2층,11.5,,기타 휴게음식점
휴게음식점,수유리우동집 연신내역점,"서울특별시 은평구 통일로 838, 1층 (불광동)",서울특별시 은평구 불광동 307-8 1층,50,,기타 휴게음식점
휴게음식점,카페인(cafe-in),"서울특별시 은평구 은평로8길 35-2, 1층 (응암동)",서울특별시 은평구 응암동 117-16 1층,22.19,,커피숍
휴게음식점,이디야 백련산아이파크점,"서울특별시 은평구 응암로 264, 1층 (응암동)",서울특별시 은평구 응암동 427-38 1층,94.22,,커피숍
휴게음식점,연신내커피,"서울특별시 은평구 통일로 841, 1층 1호 (대조동)",서울특별시 은평구 대조동 185-5 1층 1호,60,,커피숍
휴게음식점,GATHER COFFEE(게더커피),"서울특별시 은평구 가좌로 277, 1층 (신사동)",서울특별시 은평구 신사동 39-18 1층,7.2,,커피숍
휴게음식점,GS25(구산점),"서울특별시 은평구 서오릉로 178, 1층 (갈현동)",서울특별시 은평구 갈현동 489-23 1층,3.3,,편의점
휴게음식점,미니스톱 불광역점,"서울특별시 은평구 통일로65길 5, 1층 (대조동)",서울특별시 은평구 대조동 15-30 1층,9.9,,일반조리판매
휴게음식점,지에스25 은평꽃길점,"서울특별시 은평구 연서로4길 17, 1층 (역촌동)",서울특별시 은평구 역촌동 34-34 1층,8,,편의점
휴게음식점,데니스 크로플 팩토리,"서울특별시 은평구 백련산로14길 1, 1층 102호 (응암동, 경원파발리안아파트)",서울특별시 은평구 응암동 93-8 1층102호,44.2,,커피숍
휴게음식점,레츠 샐러드,"서울특별시 은평구 통일로 717, 1층 (대조동)",서울특별시 은평구 대조동 15-4 1층,108,,기타 휴게음식점
휴게음식점,순금이네,"서울특별시 은평구 통일로78길 22-18, 1층 (불광동)",서울특별시 은평구 불광동 297-23 1층,10,02  -355 -9625,일반조리판매
휴게음식점,GS25 녹번본점,"서울특별시 은평구 통일로 590, 상가B동 1층 108호,109호 (녹번동, 대림아파트)","서울특별시 은평구 녹번동 276 대림아파트 108호,109호 상가B동",6.6,,일반조리판매
휴게음식점,피씨앤푸드 녹번점,"서울특별시 은평구 은평로 187-1, 지하1층 (녹번동)",서울특별시 은평구 녹번동 197 지하1층,5.83,,기타 휴게음식점
휴게음식점,이마트24 응암신사점,"서울특별시 은평구 증산로 467, 1층 (신사동)",서울특별시 은평구 신사동 23-8 1층,3.3,02  -375 -6177,편의점
휴게음식점,키지아,"서울특별시 은평구 녹번로 6, 청운빌딩 1층 (녹번동)",서울특별시 은평구 녹번동 83-20 청운빌딩,79.88,,커피숍
휴게음식점,메트로PC방,"서울특별시 은평구 진관2로 15-46, 메트로프라자 6층 604호 (진관동)",서울특별시 은평구 진관동 70 메트로프라자 6층604호,10,,기타 휴게음식점
휴게음식점,피에스타PC 응암역점,"서울특별시 은평구 은평로 56, 안건빌딩 4층 (신사동)",서울특별시 은평구 신사동 22-37 안건빌딩 4층,13.2,,일반조리판매
휴게음식점,씨유 신사미래점,"서울특별시 은평구 증산로21길 21, 1층 (신사동)",서울특별시 은평구 신사동 31-1 1층,6,,일반조리판매
휴게음식점,GS25 은평채은점,"서울특별시 은평구 진관4로 48-50, 729동 1층 상가101호 (진관동, 은평뉴타운상림마을)",서울특별시 은평구 진관동 11 은평뉴타운상림마을 1층 729동 상가101호,3.3,,일반조리판매
휴게음식점,림분식,"서울특별시 은평구 응암로14길 11, 1층 (응암동)",서울특별시 은평구 응암동 335-14 1층,16.52,,일반조리판매
휴게음식점,달떡볶이,"서울특별시 은평구 은평로 235, 1층 (녹번동)",서울특별시 은평구 녹번동 266 1층,36,,일반조리판매
휴게음식점,고릴라PC방(역촌역점),"서울특별시 은평구 서오릉로 77, 3층 (역촌동)",서울특별시 은평구 역촌동 15-12 3층,8,,기타 휴게음식점
휴게음식점,안아줘베이킹,"서울특별시 은평구 연서로20길 6-10, 1층 101호 (대조동, 프라임하우스)",서울특별시 은평구 대조동 212-23 프라임하우스 1층 101호,19.4,,일반조리판매
휴게음식점,불광동 커피공방,"서울특별시 은평구 응암로13길 14, 103호 (응암동, 디우아르떼 아파트)",서울특별시 은평구 응암동 590-23 디우아르떼 아파트,29.45,,커피숍
휴게음식점,씨유응암미소점,서울특별시 은평구 응암로22길 10 (응암동),서울특별시 은평구 응암동 397-66,10,,편의점
휴게음식점,카페 텀블러 델리 롯데몰 은평점,"서울특별시 은평구 통일로 1050, 롯데몰 은평점 4층 (진관동)",서울특별시 은평구 진관동 63 롯데몰 은평점 4층,17.15,,일반조리판매
휴게음식점,GS25응암선덕점,"서울특별시 은평구 응암로32길 11, 신성빌딩 1층 (응암동)",서울특별시 은평구 응암동 105-23 신성빌딩 1층,3,,편의점
휴게음식점,씨유 불광 현대점,"서울특별시 은평구 연서로 341, 1층 (불광동)",서울특별시 은평구 불광동 89-1 1층,9.9,02  -356 -7470,일반조리판매
휴게음식점,김밥,"서울특별시 은평구 갈현로 21-1, 백년하늘 1층 (신사동)",서울특별시 은평구 신사동 16-14 백년하늘 1층,20,,일반조리판매
휴게음식점,샌드위치 브로(Sandwich Bro),"서울특별시 은평구 갈현로33길 12, 1층 (갈현동)",서울특별시 은평구 갈현동 445-13 1층,30,,일반조리판매
휴게음식점,CU 응암프로방스점,"서울특별시 은평구 은평로8길 5, 1층 (응암동)",서울특별시 은평구 응암동 109-13 1층,16.5,,편의점
